,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
,21.82684,38.1084,30.3701,7.7383,2707.1901,24.6105,879.9655,134.3005752,7.989,7.7696,2.7797,77.584990245,249.4669493074,22.2070233,3.2154022127,0.0890178974
,22.060207,38.0185,30.1762,7.8423,2698.2299,23.7677,876.3444,135.5638688,8.0423,7.7696,2.8068,76.0032803118,247.6180982443,22.57312764,3.2579922502,0.0911610573
,22.289539,37.9307,30.1348,7.7959,2720.5456,23.9361,874.735,134.7713968,8.1075,7.7696,2.7898,76.0586651508,249.2075129708,22.6183035,3.2765170474,0.0907609214
,22.518981,38.1973,30.4529,7.7444,2709.3417,23.938,879.9976,135.6757472,7.9223,7.7696,2.8092,75.5284416457,249.6743262192,22.25532516,3.3056994263,0.0891374195
,22.753206,38.3286,30.5236,7.805,2696.8715,24.0345,881.1564,135.8575496,7.9965,7.7696,2.8131,76.4664769366,248.8524215587,22.49495415,3.2543989409,0.0903947569
,22.985941,38.068,30.2651,7.8029,2703.0922,23.6476,877.8251,135.6104848,8.0323,7.7696,2.8078,75.2139414002,248.4834518243,22.55309194,3.303688747,0.0907629533
,23.215356,37.9842,30.2933,7.6909,2712.2812,23.8741,877.7927,136.9670104,8.0445,7.7696,2.8369,74.7712268584,249.3189538796,22.82144205,3.3344237397,0.0915351268
,23.448605,38.0317,30.2943,7.7374,2715.6203,23.923,877.9376,135.200264,8.0386,7.7696,2.799,75.4082699512,249.66709795,22.5000414,3.310871581,0.0901201704
,23.678105,38.2619,30.4943,7.7676,2712.0849,24.1146,881.2047,135.7456712,7.9133,7.7696,2.8107,76.3290044713,250.2699477963,22.24191231,3.2788315468,0.0888716864
,23.908161,38.2235,30.463,7.7605,2689.549,23.9079,880.255,134.2306512,7.9691,7.7696,2.7782,75.6009068583,247.9228633323,22.13975362,3.2793636166,0.0893009758
,24.136874,38.0034,30.2529,7.7505,2699.6914,23.9098,877.6158,136.3330328,8.0079,7.7696,2.8233,75.5029093256,248.111659727,22.60870407,3.286120521,0.091123102
,24.370254,37.8721,30.1752,7.6969,2701.9145,23.5122,876.1996,133.7132136,8.0125,7.7696,2.7671,73.699158943,247.9152658239,22.17138875,3.3638818866,0.0894313171
,24.599701,38.1569,30.3751,7.7818,2711.8889,23.9827,878.7905,134.7713968,7.9894,7.7696,2.7898,76.0596448697,249.5662563531,22.28882812,3.2811914489,0.0893102635
,24.829083,38.3962,30.6387,7.7575,2703.2128,23.9676,883.3451,134.0068944,7.9591,7.7696,2.7734,75.7584114381,250.0571384526,22.07376794,3.3007178174,0.0882748962
,25.063011,38.0185,30.2136,7.8049,2690.2841,23.6035,876.795,133.9136624,8.0461,7.7696,2.7714,75.0942108787,247.0158533292,22.29896154,3.2894127315,0.0902734025
,25.291816,38.0286,30.2943,7.7343,2710.6567,24.0898,878.4205,133.9835864,8.0212,7.7696,2.7729,75.9015598064,249.3478330785,22.24198548,3.2851476796,0.0892006367
,25.521188,38.0185,30.2903,7.7282,2711.3007,23.7611,877.5031,136.4216032,7.9996,7.7696,2.8252,74.8028509032,249.1465989414,22.60046992,3.3307099386,0.090711533
,25.750691,38.1811,30.4367,7.7444,2698.2114,23.6466,880.1264,131.2472272,7.9957,7.7696,2.7142,74.6090253245,248.6850274197,21.70192894,3.3331761987,0.0872667292
,25.983941,38.2407,30.469,7.7717,2705.07,23.9939,879.37,133.9835864,8.0396,7.7696,2.7729,75.9897497712,249.1028927503,22.29300684,3.2781117651,0.0894931672
,26.213997,38.0499,30.3075,7.7424,2703.7697,24.1144,877.9537,136.1512304,7.9986,7.7696,2.8194,76.0640343716,248.582142998,22.55125284,3.268064139,0.0907195206
,26.44286,38.2397,30.5044,7.7353,2698.6184,24.2224,881.5909,134.454408,7.8695,7.7696,2.783,76.3298892272,249.1364049686,21.9008185,3.2639429651,0.087906938
,26.676302,38.0892,30.3913,7.6979,2687.163,23.8612,879.4827,132.7622472,7.9524,7.7696,2.7467,74.8034813628,247.4855971554,21.84285708,3.3084769939,0.0882591041
,26.905659,38.1892,30.4014,7.7878,2692.676,23.889,879.4666,136.8504704,7.9604,7.7696,2.8344,75.8248302434,247.9888002964,22.56295776,3.2705487042,0.0909837772
,27.13498,38.2821,30.5448,7.7373,2707.3857,23.6273,881.5426,136.0813064,7.9499,7.7696,2.8179,74.4751590236,249.9321080962,22.40202321,3.355912379,0.0896324341
,27.3732,37.9751,30.1903,7.7848,2700.8447,23.8311,876.2639,135.0231232,8.0314,7.7696,2.7952,75.6099538735,247.8352919735,22.44936928,3.2778130296,0.0905818098
,27.601986,38.0882,30.3226,7.7656,2725.8566,23.7566,878.34,136.4216032,8.058,7.7696,2.8252,75.1751731595,250.7230623605,22.7654616,3.3351843677,0.0907992324
,27.835276,38.2589,30.462,7.7969,2703.0273,24.0118,880.4804,136.2631088,8.027,7.7696,2.8218,76.3096522359,249.2290960159,22.6505886,3.2660232187,0.0908826014
,28.064717,38.1135,30.366,7.7475,2705.4326,23.6955,879.3377,135.4939448,8.0115,7.7696,2.8053,74.7952658778,249.1271326602,22.47466095,3.3307874467,0.0902136219
