,Time (sec),PT1 (psi),PT2 (psi),V (V),I (A),Flow Rate (GPM),GV,DP
1750,104.172,38.2995,32.0757,12.0345,1.3507,28.0164,0,6.2238
1751,104.514,38.0726,32.0795,11.9329,1.3537,27.9247,0,5.9931
1752,104.856,38.1581,32.1058,12.1041,1.3554,27.8336,0,6.0523
1753,105.198,38.1214,32.1622,12.024,1.3586,27.7432,0,5.9592
1754,105.541,38.1825,32.1979,11.9896,1.3543,27.653,0,5.9846
1755,105.884,38.1394,31.9537,12.0515,1.3501,27.5634,0,6.1857
1756,106.227,38.2296,32.1077,11.9661,1.369,27.4744,0,6.1219
1757,106.571,38.1808,32.1678,12.0345,1.3475,27.3857,0,6.013
1758,106.916,38.1779,32.0778,11.9572,1.3525,27.2974,0,6.1001
1759,107.26,37.8908,31.9539,11.9641,1.3548,28.3436,0,5.9369
1760,107.606,38.1406,32.1033,12.0041,1.362,28.2524,0,6.0373
1761,107.952,38.0499,32.2611,12.1126,1.3522,27.0354,0,5.7888
1762,108.297,38.1406,32.0643,11.8815,1.343,28.0722,0,6.0763
1763,108.643,38.179,32.2136,12.0425,1.3536,26.8634,0,5.9654
1764,108.989,38.1668,32.3137,11.9694,1.3679,27.8939,0,5.8531
1765,109.335,38.1965,32.181,11.971,1.357,28.9179,0,6.0155
1766,109.682,38.076,32.0532,11.9556,1.3381,26.609,0,6.0228
1767,110.029,38.207,32.2306,11.8852,1.3547,27.6303,0,5.9764
1768,110.377,38.1371,32.2441,11.9155,1.3531,28.6449,0,5.893
1769,110.726,38.1284,32.2085,12.0632,1.3298,28.5546,0,5.9199
1770,111.074,38.2349,32.1287,12.0183,1.3626,28.4651,0,6.1062
1771,111.423,38.0882,32.1695,12.0205,1.3672,26.1932,0,5.9187
1772,111.772,38.0184,32.1396,12.0547,1.3421,28.2874,0,5.8788
1773,112.121,37.9897,32.0388,11.9337,1.3453,28.1993,0,5.9509
1774,112.472,38.0307,32.0083,11.9163,1.3568,27.0301,0,6.0224
1775,112.822,38.1144,32.1169,11.9289,1.3687,28.0241,0,5.9975
1776,113.172,38.1703,32.3918,11.9331,1.3637,27.9374,0,5.7785
1777,113.523,38.1319,32.134,11.9972,1.3458,27.8511,0,5.9979
1778,113.874,38.1313,32.2747,11.9641,1.3455,27.7652,0,5.8566
1779,114.226,38.1336,32.1864,11.9503,1.3497,27.6796,0,5.9472
1780,114.578,38.1406,32.1372,11.9806,1.3504,27.5946,0,6.0034
1781,114.93,38.1965,32.2712,12.0082,1.3647,27.5101,0,5.9253
1782,115.282,38.195,32.128,11.9442,1.3395,27.4261,0,6.067
1783,115.635,38.0691,32.1966,11.9689,1.3586,27.3424,0,5.8725
1784,115.988,38.2122,32.1321,11.9448,1.3461,27.2592,0,6.0801
1785,116.341,37.9678,32.1847,12.0138,1.3402,27.1764,0,5.7831
1786,116.697,38.1067,32.1142,11.9434,1.3327,27.0935,0,5.9925
1787,117.051,38.303,32.4189,11.9398,1.3475,28.0505,0,5.8841
1788,117.406,38.0551,31.9329,11.9916,1.3531,27.9657,0,6.1222
1789,117.762,38.1912,32.1338,12.0519,1.3567,27.8812,0,6.0574
1790,118.117,38.2436,32.1983,11.8619,1.3584,28.8269,0,6.0453
1791,118.473,38.2013,32.1528,12.0438,1.3632,28.7403,0,6.0485
1792,118.83,38.1459,31.9811,11.9402,1.3579,28.6539,0,6.1648
1793,119.186,38.2314,31.9149,11.9434,1.3563,27.548,0,6.3165
1794,119.543,38.3447,32.0133,11.9677,1.3527,28.483,0,6.3314
1795,119.901,38.2541,32.071,11.9244,1.3654,26.3695,0,6.1831
1796,120.258,38.1232,32.0306,12.032,1.3444,28.3137,0,6.0926
1797,120.616,38.3194,32.1797,11.8912,1.3531,27.2214,0,6.1397
1798,120.974,38.1616,32.0456,11.9842,1.3488,27.1409,0,6.116
1799,121.332,38.2488,31.9798,11.9871,1.3474,28.063,0,6.269
1800,121.692,38.2611,32.1304,12.0531,1.3664,26.9807,0,6.1307
1801,122.051,38.2122,32.0851,11.9871,1.3513,27.8977,0,6.1271
1802,122.412,38.2227,32.1186,12.0013,1.3385,27.8155,0,6.1041
1803,122.772,38.2942,32.234,11.8973,1.3525,27.7339,0,6.0602
1804,123.132,38.1682,31.9964,12.1235,1.3505,27.6528,0,6.1718
1805,123.493,38.1232,31.9998,12.0093,1.3536,27.572,0,6.1234
1806,0,37.9955,33.1623,11.9608,1.3555,,0,4.8332
1807,0.233,38.0254,32.9976,11.9125,1.3504,0,0,5.0278
1808,0.468,38.1224,32.8178,11.9564,1.3509,259.8402,0,5.3046
1809,0.705,38.203,32.9454,11.9746,1.3598,0,0,5.2576
1810,0.942,38.1944,32.8076,11.9572,1.3359,0,0,5.3868
1811,1.177,38.2805,33.0626,11.8844,1.3317,0,0,5.2179
1812,1.414,38.0998,32.8636,11.9904,1.367,0,0,5.2362
1813,1.65,38.1893,32.9348,11.9762,1.3412,0,0,5.2545
1814,1.886,38.2409,32.9756,12.0163,1.3534,64.4778,0,5.2653
1815,2.123,38.1686,32.7596,12.0017,1.3655,0,0,5.409
1816,2.361,38.2357,33.0655,11.934,1.3612,0,0,5.1702
1817,2.598,38.0384,32.7804,12.13,1.3498,93.6145,0,5.258
1818,2.836,38.3407,33.1347,11.9578,1.3479,0,0,5.206
1819,3.074,38.2271,33.1657,11.9459,1.3717,0,0,5.0614
1820,3.312,38.2133,32.8709,12.0567,1.3545,0,0,5.3424
1821,3.55,38.1067,32.8161,12.0061,1.3509,0,0,5.2906
1822,3.788,38.0327,32.738,12.0357,1.3409,0,0,5.2947
1823,4.026,38.1996,32.7261,12.3544,1.3457,0,0,5.4735
1824,4.265,38.3381,32.5004,13.0443,1.3628,57.0247,0,5.8377
1825,4.505,38.7044,32.7863,13.1924,1.3433,53.9868,0,5.9181
1826,4.746,38.6074,32.9781,13.317,1.3442,51.2453,0,5.6293
1827,4.986,38.4718,32.7733,13.3664,1.3613,48.7787,0,5.6985
1828,5.226,38.8214,32.1729,14.731,1.3495,0,0,6.6485
1829,5.466,39.2838,32.4105,15.1817,1.3677,0,0,6.8733
1830,5.706,39.2511,32.3972,15.3033,1.3408,21.3118,0,6.8539
1831,5.947,39.277,32.4478,15.4924,1.3461,40.8963,0,6.8292
1832,6.189,39.1323,32.3259,15.3616,1.3546,39.2972,0,6.8064
1833,6.431,39.0738,32.3126,15.3448,1.353,37.8184,0,6.7612
1834,6.673,39.1513,32.2725,15.3282,1.3579,36.4469,0,6.8788
1835,6.916,39.091,32.4016,15.3751,1.363,17.5832,0,6.6894
1836,7.158,39.2989,32.3154,15.3384,1.3695,33.9774,0,6.9835
1837,7.401,39.0205,32.1331,15.3624,1.3453,16.4309,0,6.8874
1838,7.644,39.332,32.4188,15.3372,1.3564,31.8172,0,6.9132
1839,7.887,39.0991,32.1338,15.3743,1.337,30.8369,0,6.9653
1840,8.13,38.9981,32.2611,15.3799,1.3667,29.9152,0,6.737
1841,8.374,39.1915,32.3646,15.2834,1.367,43.5653,0,6.8269
1842,8.619,39.0807,32.1589,15.3388,1.3639,28.2179,0,6.9218
1843,8.863,38.9293,32.0663,15.3213,1.3585,27.4411,0,6.863
1844,9.107,39.215,32.1641,15.4359,1.3341,26.7059,0,7.0509
1845,9.352,39.3681,32.3069,15.3141,1.3687,26.0062,0,7.0612
1846,9.597,38.9796,32.152,15.3392,1.3612,38.0135,0,6.8276
1847,9.842,39.1375,32.1716,15.3021,1.3547,37.0672,0,6.9659
1848,10.087,39.2322,32.3001,15.3096,1.3623,24.1113,0,6.9321
1849,10.334,39.3647,32.4567,15.4186,1.3693,23.535,0,6.908
1850,10.582,38.9362,32.6167,14.7447,1.3654,22.9834,0,6.3195
1851,10.829,38.3859,32.9007,12.7271,1.3324,22.4592,0,5.4852
1852,11.076,38.0952,32.8728,12.189,1.3602,43.9166,0,5.2224
1853,11.325,38.1239,32.7785,12.0756,1.3436,21.4755,0,5.3454
1854,11.573,38.1067,32.8181,12.1486,1.3534,31.523,0,5.2886
1855,11.822,38.043,32.9196,11.9612,1.3536,41.1454,0,5.1234
1856,12.07,38.0983,33.035,12.0778,1.3429,40.3,0,5.0633
1857,12.319,38.1232,32.9686,11.8832,1.3453,39.4854,0,5.1546
1858,12.568,38.296,32.9198,11.9871,1.3445,38.7031,0,5.3762
1859,12.817,38.1772,32.8267,11.9156,1.3481,28.4634,0,5.3505
1860,13.066,38.4147,32.85,11.9499,1.3602,37.228,0,5.5647
1861,13.317,38.0952,32.811,11.9718,1.3586,36.5263,0,5.2842
1862,13.568,38.1996,32.8422,11.9952,1.3484,35.8506,0,5.3574
1863,13.818,38.1797,32.911,12.0171,1.3463,35.202,0,5.2687
1864,14.068,38.0411,32.8126,12.0211,1.3429,34.5764,0,5.2285
1865,14.319,38.1325,32.8072,11.9426,1.3501,16.9852,0,5.3253
1866,14.571,38.2157,32.8008,11.9584,1.3468,33.3828,0,5.4149
1867,14.823,37.9879,32.9162,11.9676,1.3603,32.8153,0,5.0717
1868,15.074,37.9765,32.6922,11.9443,1.3516,24.2016,0,5.2843
1869,15.326,38.0027,32.8534,11.9883,1.3542,31.7383,0,5.1493
1870,15.579,38.1101,32.9661,11.9879,1.3483,23.4171,0,5.144
1871,15.832,38.0726,32.8619,11.8965,1.3621,30.7239,0,5.2107
1872,16.084,38.0343,32.9484,12.0159,1.359,30.2425,0,5.0859
1873,16.337,38.1988,33.0074,11.9536,1.3634,29.7742,0,5.1914
1874,16.59,38.1003,33.0282,11.8718,1.3473,21.9901,0,5.0721
1875,16.843,38.1256,32.8594,11.9527,1.3372,28.8797,0,5.2662
1876,17.097,38.1302,32.9705,11.977,1.338,28.4506,0,5.1597
1877,17.351,38.0929,32.9542,12.0078,1.3446,28.0342,0,5.1387
1878,17.605,38.0533,32.9828,11.9552,1.3698,27.6297,0,5.0705
1879,17.859,37.9975,32.775,11.9293,1.3574,20.4275,0,5.2225
1880,18.113,38.0603,32.8381,12.0264,1.3711,26.8548,0,5.2222
1881,18.369,38.1411,32.8783,12.0001,1.365,26.4805,0,5.2628
1882,18.625,38.0324,32.7567,11.8779,1.3479,26.1166,0,5.2757
1883,18.881,38.1773,32.9366,11.9066,1.3444,25.7624,0,5.2407
1884,19.137,38.2667,32.8835,11.9058,1.3475,31.7723,0,5.3832
1885,19.394,38.2564,32.7728,11.9252,1.3367,25.081,0,5.4836
1886,19.65,38.0726,32.916,12.0049,1.3445,30.9428,0,5.1566
1887,19.906,38.1389,32.9404,11.9653,1.3474,30.5449,0,5.1985
1888,20.162,38.0189,32.8415,12.0248,1.3555,24.1256,0,5.1774
1889,20.419,38.1032,32.6811,11.9932,1.3588,29.7775,0,5.4221
1890,20.676,38.1979,32.748,12.0219,1.3592,23.5259,0,5.4499
1891,20.934,38.0533,32.901,11.8993,1.3601,23.2359,0,5.1523
1892,21.191,38.0877,32.8033,11.9151,1.3518,22.9541,0,5.2844
1893,21.449,38.3682,32.9931,11.9912,1.3364,34.017,0,5.3751
1894,21.707,38.1084,32.9007,11.8747,1.3393,28.0106,0,5.2077
1895,21.966,37.8551,32.7905,12.007,1.3388,22.1443,0,5.0646
1896,22.224,38.1339,32.7923,11.8516,1.3464,21.8872,0,5.3416
1897,22.483,38.0169,32.9366,11.9447,1.3545,27.0438,0,5.0803
1898,22.743,38.2977,32.9592,12.0741,1.3632,32.0816,0,5.3385
1899,23.003,38.0464,32.738,11.9321,1.3437,26.4325,0,5.3084
1900,23.263,38.0739,32.9282,11.9556,1.3658,31.3644,0,5.1457
1901,23.523,38.3466,32.9841,11.9457,1.3427,20.6785,0,5.3625
1902,23.783,38.0621,32.626,11.9909,1.3453,30.6787,0,5.4361
1903,24.043,38.0447,32.7819,11.9107,1.3472,25.2891,0,5.2628
1904,24.305,38.1441,32.8427,11.909,1.3551,30.0198,0,5.3014
1905,24.566,38.2613,32.8975,12.0199,1.3473,29.7009,0,5.3638
1906,24.827,38.1988,32.7148,11.9989,1.3284,19.5924,0,5.484
1907,25.089,38.1015,32.9282,11.9111,1.3501,29.0817,0,5.1733
1908,25.351,38.0722,32.7802,11.96,1.3456,28.7812,0,5.292
1909,25.613,38.0808,32.8921,11.9412,1.3496,23.739,0,5.1887
1910,25.875,38.1927,32.8284,12.0205,1.3543,28.1983,0,5.3643
1911,26.137,38.0359,33.0213,11.9321,1.3644,27.9156,0,5.0146
1912,26.401,38.1779,32.9077,11.8779,1.3769,27.6365,0,5.2702
1913,26.664,38.1969,32.7337,12.0207,1.3684,27.3639,0,5.4632
1914,26.928,38.1214,32.7787,11.9738,1.3448,27.0956,0,5.3427
1915,27.191,37.9678,32.8687,11.8225,1.3603,31.3058,0,5.0991
1916,27.456,38.1092,32.6039,12.0084,1.3401,31.0037,0,5.5053
1917,27.72,38.1376,32.8183,11.8945,1.3615,35.0953,0,5.3193
1918,27.984,38.0441,32.6924,11.9519,1.3587,26.0732,0,5.3517
1919,28.249,38.2942,32.9383,11.9256,1.3372,25.8286,0,5.3559
1920,28.514,38.0412,32.7406,11.9555,1.3608,25.5885,0,5.3006
1921,28.779,38.1686,32.8508,12.0033,1.3475,25.3529,0,5.3178
1922,29.045,38.277,32.8783,11.9859,1.3598,25.1207,0,5.3987
1923,29.313,38.2157,32.9841,11.8973,1.352,33.1881,0,5.2316
1924,29.579,38.3579,33.281,11.8391,1.3515,28.7784,0,5.0769
1925,29.845,38.1459,32.8381,12.008,1.354,24.4473,0,5.3078
1926,30.111,38.0586,32.8709,11.9188,1.3393,28.2699,0,5.1877
1927,30.379,38.2768,33.1097,11.9596,1.3606,28.0206,0,5.1671
1928,30.646,38.0516,32.8008,11.9483,1.3553,31.7445,0,5.2508
1929,30.913,38.2237,32.8078,11.9447,1.3401,23.6027,0,5.4159
1930,31.181,38.1797,32.9144,11.9078,1.3471,23.3999,0,5.2653
1931,31.45,38.0998,32.8611,11.9337,1.3593,30.933,0,5.2387
1932,31.718,38.0447,32.8163,11.9215,1.3494,30.6716,0,5.2284
1933,31.986,38.0621,32.978,11.9616,1.344,30.4146,0,5.0841
1934,32.254,37.98,32.9518,11.954,1.3512,30.1619,0,5.0282
1935,32.523,38.0917,33.0316,11.9212,1.3607,26.1734,0,5.0601
1936,32.792,38.0254,32.8577,12.007,1.3572,25.9587,0,5.1677
1937,33.061,38.0938,32.8697,11.9556,1.3592,29.4257,0,5.2241
1938,33.331,38.1476,32.7906,12.0672,1.351,29.1873,0,5.357
1939,33.601,38.0602,32.7991,12.0385,1.3487,25.3337,0,5.2611
1940,33.872,37.8952,32.8267,11.9677,1.3539,25.131,0,5.0685
1941,34.142,38.2667,32.8456,11.9159,1.3441,28.494,0,5.4211
1942,34.413,38.3117,32.901,11.941,1.3428,28.2696,0,5.4107
1943,34.684,38.0861,32.8112,11.9022,1.3527,28.0487,0,5.2749
1944,34.955,38.1773,32.9196,11.9835,1.3477,27.8313,0,5.2577
1945,35.226,38.1617,32.9503,11.9722,1.3512,27.6171,0,5.2114
1946,35.499,38.2839,33.0143,11.922,1.3574,27.4048,0,5.2696
1947,35.771,38.09,33.1063,11.9968,1.3598,27.1964,0,4.9837
1948,36.043,38.172,32.8992,11.9823,1.3584,26.9911,0,5.2728
1949,36.317,37.9137,32.8093,11.9588,1.3598,26.7875,0,5.1044
1950,36.59,38.0254,32.8596,11.9888,1.3692,29.9111,0,5.1658
1951,36.864,38.1144,32.7431,11.9192,1.3575,26.39,0,5.3713
1952,37.137,38.1359,32.5049,11.9542,1.3705,26.196,0,5.631
1953,37.411,38.2771,32.9523,11.9616,1.3461,26.0042,0,5.3248
1954,37.685,38.129,32.9213,11.9127,1.3641,25.8151,0,5.2077
1955,37.959,38.2254,33,11.9851,1.3616,28.8323,0,5.2254
1956,38.234,38.0671,32.9661,12.028,1.3415,28.625,0,5.101
1957,38.509,38.2512,33.0573,12.0235,1.3505,25.2627,0,5.1939
1958,38.785,38.1755,33.2019,11.9434,1.3514,25.0829,0,4.9736
1959,39.06,38.1118,32.8129,11.9398,1.3519,24.9063,0,5.2989
1960,39.336,38.0634,33.1029,11.9556,1.3616,24.7316,0,4.9605
1961,39.612,38.1249,32.9688,12.0384,1.3599,24.5593,0,5.1561
1962,39.888,38.0403,32.9265,11.9095,1.3472,24.3893,0,5.1138
1963,40.164,38.172,33.1038,11.9779,1.3559,24.2217,0,5.0682
1964,40.441,38.1158,33.0197,11.9252,1.3485,24.0558,0,5.0961
1965,40.718,38.0848,33.0604,12.0003,1.3469,26.8787,0,5.0244
1966,40.995,38.1856,32.9637,12.0264,1.3598,29.6634,0,5.2219
1967,41.272,38.1617,32.9368,11.9094,1.3507,29.4643,0,5.2249
1968,41.55,38.205,33.0027,11.8621,1.3528,26.3405,0,5.2023
1969,41.828,38.0272,32.8924,12.0487,1.3561,29.0727,0,5.1348
1970,42.106,38.0269,32.7406,12.0126,1.3541,28.8807,0,5.2863
1971,42.385,38.2684,32.9695,11.8838,1.3466,28.6906,0,5.2989
1972,42.664,38.2961,33.1537,12.0171,1.352,25.6527,0,5.1424
1973,42.943,38.1152,32.9644,11.9712,1.3506,28.3178,0,5.1508
1974,43.223,38.0671,32.1228,11.9718,1.355,28.1344,0,5.9443
1975,43.503,38.0154,31.9327,12.049,1.3553,25.158,0,6.0827
1976,43.784,38.1514,32.4326,11.954,1.3395,27.7739,0,5.7188
1977,44.064,38.1878,32.5174,11.9944,1.3393,27.5974,0,5.6704
1978,44.346,38.0206,32.202,11.9936,1.3467,27.4219,0,5.8186
1979,44.627,38.1662,32.3052,11.941,1.357,27.2492,0,5.861
1980,44.908,38.1302,32.2355,11.9956,1.3434,27.0787,0,5.8947
1981,45.19,38.0877,32.3173,11.9867,1.3469,26.9098,0,5.7704
1982,45.472,38.1187,32.319,12.0041,1.355,29.4172,0,5.7997
1983,45.755,38.0929,32.3121,11.9726,1.3439,29.2352,0,5.7808
1984,46.038,37.9741,32.2157,11.9718,1.3707,26.4141,0,5.7584
1985,46.321,38.1273,32.2439,12.0013,1.3602,31.5033,0,5.8834
1986,46.604,38.3614,32.3792,11.8933,1.3544,26.0933,0,5.9822
1987,46.888,38.0059,31.9834,11.9738,1.3627,25.9352,0,6.0225
1988,47.171,38.0912,32.389,11.9576,1.3469,25.7796,0,5.7022
1989,47.455,38.0865,33.7613,11.956,1.3415,28.1879,0,4.3252
1990,47.739,38.153,32.6012,11.8961,1.3618,28.0202,0,5.5518
1991,48.023,38.3252,33.0363,11.9823,1.3573,25.3223,0,5.2889
1992,48.308,38.2323,33.0693,11.9851,1.3678,27.6902,0,5.163
1993,48.593,38.0098,32.4274,12.0782,1.3432,30.0303,0,5.5824
1994,48.878,38.1302,32.5682,12.0749,1.3662,27.3673,0,5.562
1995,0,38.1669,34.508,11.9952,1.3523,,0,3.6589
1996,0.233,38.0103,32.2915,11.891,1.3718,0,0,5.7188
1997,0.468,38.1587,32.4953,12.0361,1.3638,259.8402,0,5.6634
1998,0.705,38.1354,32.2509,12.077,1.354,0,0,5.8845
1999,0.942,38.2013,32.2611,12.0167,1.3653,0,0,5.9402
2000,1.177,38.1342,32.76,11.9948,1.3504,0,0,5.3742
2001,1.414,38.1772,32.1169,12.0567,1.3631,86.0008,0,6.0603
2002,1.651,38.0289,31.9904,12.0473,1.3529,73.6555,0,6.0385
2003,1.888,38.3132,32.319,12.0761,1.3572,0,0,5.9942
2004,2.124,38.2923,32.4444,12.0276,1.3608,0,0,5.8479
2005,2.361,38.265,32.1457,11.9224,1.3362,51.5058,0,6.1193
2006,2.599,38.1396,32.3844,12.0409,1.3504,0,0,5.7552
2007,2.836,38.0912,32.1661,11.9631,1.3692,0,0,5.9251
2008,3.074,38.2185,32.1016,12.0369,1.3409,39.5593,0,6.1169
2009,3.313,38.2288,32.1657,12.0021,1.3458,73.4109,0,6.0631
2010,3.552,38.2684,32.3001,11.9131,1.3585,68.4714,0,5.9683
2011,3.791,38.0899,32.2949,11.9908,1.3701,0,0,5.795
2012,4.029,38.3734,32.1712,11.9067,1.3472,0,0,6.2022
2013,4.269,38.1806,32.1915,12.0709,1.3428,0,0,5.9891
2014,4.508,38.296,32.2524,11.8981,1.3366,26.9754,0,6.0436
2015,4.748,38.2065,32.3809,11.9329,1.3575,0,0,5.8256
2016,4.988,38.321,32.3324,11.9815,1.3543,0,0,5.9886
2017,5.227,38.3338,32.2934,12.0863,1.3559,0,0,6.0404
2018,5.468,38.2185,32.178,12.0333,1.3677,44.4789,0,6.0405
2019,5.709,38.2121,32.436,11.9479,1.3454,42.6012,0,5.7761
2020,5.95,38.3235,32.1951,12.0312,1.348,20.4378,0,6.1284
2021,6.192,38.1032,32.2209,12.0587,1.3525,39.2782,0,5.8823
2022,6.434,38.0906,32.0643,12.0333,1.3629,37.8008,0,6.0263
2023,6.676,37.981,32.1486,12.0317,1.361,18.2153,0,5.8324
2024,6.918,38.1197,32.2425,12.03,1.3618,35.1562,0,5.8772
2025,7.16,38.2732,32.3448,11.9985,1.3294,33.9679,0,5.9284
2026,7.403,38.3396,32.2713,12.0142,1.3463,32.853,0,6.0683
2027,7.647,38.2558,32.1491,12.0466,1.3529,31.8047,0,6.1067
2028,7.89,38.2865,32.3511,12.0523,1.3678,30.8251,0,5.9354
2029,8.133,38.0722,32.3585,11.9786,1.3568,29.9041,0,5.7137
2030,8.377,38.1583,32.1847,11.9215,1.3615,29.0331,0,5.9736
2031,8.622,38.2581,32.276,11.8718,1.3503,28.2081,0,5.9821
2032,8.866,37.8889,32.0575,11.9924,1.3469,27.4318,0,5.8314
2033,9.11,37.9696,32.2425,12.0329,1.3513,40.0456,0,5.7271
2034,9.356,37.9758,32.0643,11.9034,1.3512,38.9927,0,5.9115
2035,9.603,38.1441,32.1338,11.973,1.3528,25.3265,0,6.0103
2036,9.848,38.0594,32.2742,11.9766,1.3615,37.0446,0,5.7852
2037,10.093,38.2529,32.4196,11.9883,1.3561,24.0969,0,5.8333
2038,10.34,38.4304,32.2577,12.0591,1.3632,35.282,0,6.1727
2039,10.588,38.2157,32.2221,12.0685,1.3621,34.4556,0,5.9936
2040,10.835,38.3039,32.2832,12.1012,1.3534,22.4467,0,6.0207
2041,11.082,38.1445,32.337,11.9509,1.3689,21.9464,0,5.8075
2042,11.33,38.0691,32.1885,12.026,1.3614,21.4661,0,5.8806
2043,11.578,38.2374,32.2243,11.8941,1.3508,21.0062,0,6.0131
2044,11.826,38.2805,32.2519,12.0846,1.3679,30.8486,0,6.0286
2045,12.075,38.0361,32.0522,11.8868,1.3588,30.2125,0,5.9839
2046,12.324,38.0693,32.2492,11.9556,1.3598,29.602,0,5.8201
2047,12.573,38.2873,32.1321,11.9669,1.3688,19.3439,0,6.1552
2048,12.822,38.1376,32.257,12.0381,1.3417,18.9682,0,5.8806
2049,13.072,38.1273,32.1194,11.9932,1.3566,18.6054,0,6.0079
2050,13.322,38.2443,32.1004,11.9722,1.3415,18.2563,0,6.1439
2051,13.573,38.172,32.2136,12.0033,1.3699,35.8374,0,5.9584
2052,13.824,38.1441,32.2153,11.9082,1.3571,35.1867,0,5.9288
2053,14.074,38.0288,32.1245,11.9932,1.3775,25.9212,0,5.9043
2054,14.325,37.9102,32.0524,11.9705,1.3422,25.4671,0,5.8578
2055,14.577,38.1462,32.2,11.8722,1.354,33.3691,0,5.9462
2056,14.828,38.1841,32.3012,11.9418,1.3517,16.4021,0,5.8829
2057,15.079,38.0656,32.0201,11.9434,1.341,32.2582,0,6.0455
2058,15.331,38.0017,32.1813,11.9667,1.3474,31.7279,0,5.8204
2059,15.583,37.994,32.1593,12.0045,1.3484,31.2148,0,5.8347
2060,15.836,38.0778,32.1152,11.9956,1.354,30.7161,0,5.9626
2061,16.089,38.0516,32.3748,11.9475,1.3599,30.2331,0,5.6768
2062,16.343,38.1493,32.2034,11.941,1.3488,29.7632,0,5.9459
2063,16.596,38.0983,32.1559,11.954,1.3546,29.3095,0,5.9424
2064,16.849,38.3,32.256,11.9548,1.3326,28.8694,0,6.044
2065,17.102,38.1701,32.2983,11.9475,1.3499,28.4423,0,5.8718
2066,17.356,38.0091,32.0269,12.0223,1.3526,28.0261,0,5.9822
2067,17.61,38.1239,32.3408,12.0401,1.3633,27.6218,0,5.7831
2068,17.864,38.2698,32.3032,11.9641,1.3371,27.2291,0,5.9666
2069,18.118,38.1841,32.326,12.0086,1.3641,33.5592,0,5.8581
2070,18.373,38.1479,32.0492,11.9685,1.3489,26.4748,0,6.0987
2071,18.628,38.2684,32.3623,12.1053,1.3513,32.6404,0,5.9061
2072,18.884,38.2547,32.2573,12.0604,1.3608,25.7584,0,5.9974
2073,19.14,38.1354,32.2524,11.9803,1.3683,25.4138,0,5.883
2074,19.397,38.1267,32.087,11.9734,1.3546,25.0771,0,6.0397
2075,19.653,38.1092,32.181,11.9491,1.3581,24.7505,0,5.9282
2076,19.909,38.2715,32.102,11.8933,1.3587,30.5403,0,6.1695
2077,20.165,38.0359,32.1039,11.8807,1.3612,30.1525,0,5.932
2078,20.422,38.1302,32.228,11.9928,1.3475,23.8185,0,5.9022
2079,20.679,38.32,32.4081,11.9483,1.3334,29.4031,0,5.9119
2080,20.936,38.2736,32.228,12.0507,1.3521,34.8505,0,6.0456
2081,21.193,38.2684,32.3633,11.9228,1.3405,34.4279,0,5.9051
2082,21.451,38.1982,32.2306,11.9447,1.3578,34.0139,0,5.9676
2083,21.71,38.067,32.0884,12.0854,1.3677,28.0067,0.062893082,5.9786
2084,21.968,38.193,32.2794,11.8921,1.3586,33.2134,1.017388087,5.9136
2085,22.226,38.3039,32.2679,12.0337,1.3589,32.8278,1.971883093,6.036
2086,22.486,38.2262,32.0235,11.9697,1.3557,21.6322,2.933777284,6.2027
2087,22.746,38.2426,32.1847,12.136,1.3503,21.3849,3.895671476,6.0579
2088,23.005,38.3047,32.1067,12.4848,1.3548,31.7162,4.853866075,6.198
2089,23.265,38.5093,32.004,13.0463,1.3491,31.3618,5.815760266,6.5053
2090,23.526,38.4044,31.7012,13.4734,1.3308,20.6759,6.781354051,6.7032
2091,23.786,38.6367,31.7941,14.1994,1.3485,30.6748,7.743248243,6.8426
2092,24.046,39.0704,31.5089,14.9138,1.3615,20.2288,8.705142434,7.5615
2093,24.307,39.3251,31.5005,15.591,1.3486,30.0173,9.670736219,7.8246
2094,24.568,39.7469,31.3515,16.5045,1.3536,24.7487,10,8.3954
2095,24.829,39.9915,30.8871,17.26,1.3624,24.4885,10,9.1044
2096,25.091,40.3542,31.0575,17.9862,1.3614,24.2328,10,9.2967
2097,25.353,40.5349,31.0937,18.1878,1.3486,28.7789,10,9.4412
2098,25.615,40.4954,31.0206,18.1737,1.3588,28.4845,10,9.4748
2099,25.877,40.5556,31.0024,18.2576,1.361,28.1961,10,9.5532
2100,26.139,40.5495,31.0117,18.3396,1.3381,27.9135,10,9.5378
2101,26.402,40.7012,31.1563,18.3815,1.367,27.6354,10,9.5449
2102,26.665,40.5887,31.1071,18.2941,1.3632,27.3629,10,9.4816
2103,26.929,40.7206,31.2768,18.3616,1.355,27.0946,10,9.4438
2104,27.192,40.5233,31.0324,18.3723,1.353,26.8326,10,9.4909
2105,27.456,40.812,31.2003,18.2463,1.3441,26.5746,10,9.6117
2106,27.72,40.7466,31.0418,18.4729,1.3501,26.3215,10,9.7048
2107,27.984,40.7724,31.3243,18.1673,1.3619,26.0732,10,9.4481
2108,28.249,40.6665,31.046,18.3113,1.3613,30.1333,10,9.6205
2109,28.514,40.4954,30.9204,18.3948,1.3556,25.5885,10,9.575
2110,28.779,40.6996,31.2683,18.1473,1.363,25.3529,10,9.4313
2111,29.045,40.5436,31.1401,18.2421,1.3585,33.4943,10,9.4035
2112,29.313,40.6298,30.9713,18.2454,1.3632,33.1881,10,9.6585
2113,29.579,40.4325,30.9951,18.3276,1.3536,28.7784,10,9.4374
