t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
464.860086,43.4176,34.7648,8.6528,3190.9462,24.9771,123.5882184,123.5882184,10.3865,0.116,8.482673283,3200,35.12,18.92832957,3012.130731,5.246116327,2.550646852,5.5925,2.4299,88.67659211,41.29763401,17.23815635,0.465710657,0.611128384,10.71243441,43.60267328,34.86071636,5.5925,2.489488031,25.15074097,3210.602685
465.112884,43.3242,34.631,8.6932,3190.9462,24.9055,123.8772376,123.8772376,10.362,0.109,8.471223249,3200,35.12,18.92832957,3012.130731,5.246116327,2.550646852,5.5925,2.4361,88.86007047,41.39421125,17.2428682,0.465835904,0.609816383,10.7062307,43.59122325,34.8605386,5.5925,2.489470039,25.15019209,3206.088741
465.327025,43.3963,34.6683,8.728,3167.6665,24.9055,122.2503392,122.2503392,10.1274,0.111,8.456208054,3200,35.12,18.92832957,3012.130731,5.246116327,2.550646852,5.5925,2.4012,89.23708279,40.55254753,16.31791288,0.454436051,0.599664247,10.6977915,43.57620805,34.85964397,5.5925,2.49054293,25.14947058,3196.819616
465.561846,43.304,34.6548,8.6492,3167.6665,25.1458,122.2083848,122.2083848,10.1321,0.109,8.436717084,3200,35.12,18.96264442,3011.12929,5.218582195,2.542124495,5.5925,2.4003,89.2361528,40.53863053,16.32007963,0.45428483,0.599923562,10.68621241,43.55671708,34.85630021,5.5925,2.493017786,25.14857963,3184.885791
465.808885,43.1421,34.7104,8.4317,3132.2446,25.1458,121.2527568,121.2527568,10.0663,0.117,8.412330225,3200,35.12,18.96264442,3011.12929,5.218582195,2.542124495,5.5925,2.3798,86.85709085,39.77186056,15.95578074,0.457899985,0.602329899,10.67024877,43.53233022,34.84858552,5.5925,2.496911455,25.14751238,3172.299374
466.031596,43.1317,34.5076,8.6241,3132.2446,24.7559,126.3618704,126.3618704,10.0956,0.115,8.383183358,3200,35.12,18.96264442,3011.12929,5.218582195,2.542124495,5.3752,2.4894,87.58220308,41.44769012,17.13198664,0.473243292,0.606354336,10.64833168,43.50318336,34.83503341,5.3752,2.50184383,25.14625348,3158.556594
466.269125,43.1861,34.6261,8.56,3127.1271,24.7559,126.8979544,126.8979544,10.055,0.111,8.34966005,3200,35.12,18.95385184,3004.85239,5.187729043,2.520632992,5.2022,2.5009,86.89193501,41.55552486,17.1465495,0.47824375,0.605131317,10.61897899,43.46966005,34.81508932,5.2022,2.507188055,25.14478152,3142.886579
466.545198,43.3908,34.7281,8.6627,3127.1271,24.8953,125.434212,125.434212,10.1164,0.114,8.312218627,3200,35.12,18.95385184,3004.85239,5.187729043,2.520632992,5.2022,2.4695,88.49338586,41.07619024,16.9824498,0.464172433,0.608197831,10.58145098,43.43221863,34.78918236,5.2022,2.512435052,25.14306827,3129.3257
466.742227,43.2832,34.6011,8.6821,3129.6838,24.8953,123.6301728,123.6301728,10.0567,0.111,8.27175838,3200,35.12,18.95385184,3004.85239,5.187729043,2.520632992,5.2022,2.4308,88.70347332,40.51851831,16.44582636,0.456786153,0.603324785,10.53629176,43.39175838,34.75866942,5.2022,2.517479687,25.14107551,3123.936429
466.973098,43.3749,34.7654,8.6095,3129.6838,25.0423,124.478584,124.478584,10.0189,0.112,8.230205445,3200,35.12,18.93899057,2992.817173,5.148806598,2.500202568,5.2022,2.449,88.43639739,40.79657636,16.5362861,0.461309795,0.601430029,10.48548796,43.35020544,34.72580479,5.2022,2.52255719,25.13875391,3126.298664
467.249077,43.5142,34.8723,8.6419,3124.5749,25.0423,125.4761664,125.4761664,10.1629,0.115,8.190671127,3200,35.12,18.93899057,2992.817173,5.148806598,2.500202568,5.2022,2.4704,88.78933688,41.05639364,17.10642816,0.462402301,0.611510801,10.43216695,43.31067113,34.69357399,5.2022,2.527931344,25.13604633,3129.826443
467.44456,43.6205,34.7984,8.8221,3124.5749,25.276,121.4298976,121.4298976,10.2506,0.112,8.157089012,3200,35.12,18.93899057,2992.817173,5.148806598,2.500202568,5.2022,2.3836,91.5992099,39.7324354,16.43333016,0.433763953,0.614946703,10.38007062,43.27708901,34.66540041,5.2022,2.533644164,25.13289456,3129.74032
467.678077,43.4995,34.6841,8.8154,3160.8227,25.276,126.4877336,126.4877336,10.2333,0.118,8.133671439,3200,35.12,18.95640987,2977.233064,5.100366425,2.485658751,5.2022,2.4921,91.5255444,41.86751303,17.50240693,0.457440743,0.60912161,10.33316303,43.25367144,34.64474745,5.2022,2.539447786,25.12924844,3127.783949
467.935282,43.4323,34.8033,8.629,3160.8227,25.0347,125.0239912,125.0239912,10.1611,0.114,8.124195101,3200,35.12,18.95640987,2977.233064,5.100366425,2.485658751,5.2022,2.4607,88.62191096,41.38301344,17.00341877,0.466961421,0.604195217,10.29533358,43.2441951,34.63441401,5.2022,2.544878031,25.12507576,3131.494958
468.152542,43.607,34.9725,8.6345,3155.7155,25.0347,124.4645992,124.4645992,10.2516,0.117,8.130993451,3200,35.12,18.95640987,2977.233064,5.100366425,2.485658751,5.2022,2.4487,88.68180534,41.13128762,17.10309292,0.463807513,0.610316243,10.26986385,43.25099345,34.63573816,5.2022,2.549445942,25.12036984,3145.526615
468.3949,43.5056,34.9468,8.5588,3155.7155,25.0044,122.4834192,122.4834192,10.1784,0.116,8.154094769,3200,35.12,18.94746956,2962.240886,5.048742611,2.484032204,5.2022,2.4062,87.75110517,40.47657548,16.49126608,0.461265706,0.605072583,10.2586977,43.27409477,34.64839884,5.2022,2.552831142,25.11515158,3161.216375
468.647634,43.618,34.9817,8.6363,3155.2907,25.0044,123.3970928,123.3970928,10.1331,0.117,8.19111366,3200,35.12,18.94746956,2962.240886,5.048742611,2.484032204,5.2022,2.4258,88.59405005,40.773024,16.58087398,0.460223051,0.602871006,10.26191669,43.31111366,34.67096631,5.2022,2.55490449,25.10946613,3164.919
468.869981,43.5301,34.7892,8.7409,3155.2907,25.2897,128.8931192,128.8931192,10.2183,0.112,8.237876054,3200,35.12,18.94746956,2962.240886,5.048742611,2.484032204,5.0883,2.5437,90.75559229,42.58902802,17.99228971,0.469271666,0.610304835,10.27763728,43.35787605,34.70153859,5.0883,2.555639107,25.1033776,3157.372056
469.104634,43.7836,34.9175,8.8661,3163.3039,25.2897,126.7068288,126.7068288,10.1815,0.108,8.289364388,3200,35.12,18.85169014,2952.34766,5.00520871,2.472283375,5.0883,2.4968,92.13289385,41.97295598,17.4211692,0.455569713,0.605655918,10.3023393,43.40936439,34.73789296,5.0883,2.555148586,25.09696533,3151.725682
469.351522,43.469,34.9395,8.5295,3163.3039,25.4639,125.7092464,125.7092464,10.2082,0.111,8.340705724,3200,35.12,18.85169014,2952.34766,5.00520871,2.472283375,5.0883,2.4754,89.03914268,41.64249643,17.26937828,0.467687527,0.606817085,10.33159339,43.46070572,34.77732479,5.0883,2.553866273,25.09032373,3154.778933
469.566277,43.3798,34.7941,8.5857,3165.9201,25.4639,126.1847296,126.1847296,10.4619,0.111,8.387874162,3200,35.12,18.85169014,2952.34766,5.00520871,2.472283375,5.0883,2.4856,89.66164686,41.83457574,18.00409864,0.466582728,0.621593459,10.36102372,43.50787416,34.81670789,5.0883,2.552580413,25.08356536,3161.643296
469.799644,43.8062,34.8778,8.9284,3165.9201,24.6831,125.364288,125.364288,10.5689,0.114,8.427809357,3200,35.12,18.74664449,2948.982146,4.974547662,2.468269235,5.0883,2.468,90.59190137,41.56257115,18.0840452,0.458789037,0.627584976,10.38735039,43.54780936,34.85288032,5.0883,2.552181571,25.07682371,3165.741784
470.05198,43.3798,34.7807,8.5991,3213.6979,24.6831,125.6533072,125.6533072,10.5648,0.11,8.458324166,3200,35.12,18.74664449,2948.982146,4.974547662,2.468269235,5.0883,2.4742,87.05622531,42.28706957,18.13942816,0.48574435,0.618142341,10.4093608,43.57832417,34.88303656,5.0883,2.553320465,25.07024998,3167.645771
470.267953,43.3083,34.7752,8.5331,3213.6979,25.0767,125.2291016,125.2291016,10.438,0.112,8.478225696,3200,35.12,18.74664449,2948.982146,4.974547662,2.468269235,5.0883,2.4651,87.72449705,42.14430841,17.7307138,0.480416643,0.610538286,10.42830657,43.5982257,34.90498287,5.0883,2.556199795,25.06399985,3175.615614
470.500127,43.4751,34.9676,8.5075,3212.3767,25.0767,123.849268,123.849268,10.5057,0.111,8.487243231,3200,35.12,18.66354106,2948.753834,4.952199999,2.472642269,5.0883,2.4355,87.44524821,41.66280718,17.58663235,0.476444496,0.614136062,10.44720623,43.60724323,34.91734988,5.0883,2.560541664,25.05821585,3194.926909
470.748586,43.5081,34.8717,8.6364,3212.3767,24.9805,121.9333504,121.9333504,10.5185,0.112,8.485642469,3200,35.12,18.66354106,2948.753834,4.952199999,2.472642269,5.0883,2.3944,88.51045567,41.01829384,17.1854964,0.463428795,0.614006436,10.46933977,43.60564247,34.91987035,5.0883,2.565660075,25.05301535,3215.572212
470.971071,43.439,34.8393,8.5997,3213.6979,24.9805,122.357556,122.357556,10.5177,0.111,8.474187188,3200,35.12,18.66354106,2948.753834,4.952199999,2.472642269,4.9566,2.4035,88.11166203,41.17792518,17.27929195,0.467337969,0.613903975,10.49687604,43.59418719,34.91364884,4.9566,2.570560138,25.0484867,3221.949035
471.200535,43.5392,34.8082,8.731,3213.6979,25.4078,123.779344,123.779344,10.4304,0.109,8.454505801,3200,35.12,18.55556801,2950.038947,4.930156144,2.482289471,4.9566,2.434,91.06999388,41.65641038,17.3875936,0.457410928,0.609452264,10.53023168,43.5745058,34.90105953,4.9566,2.57407409,25.04468948,3214.910452
471.44874,43.3853,34.8851,8.5002,3181.8491,25.4078,124.711664,124.711664,10.3204,0.118,8.429225251,3200,35.12,18.55556801,2950.038947,4.930156144,2.482289471,4.9566,2.454,88.51914988,41.55423301,17.3262616,0.469437778,0.60947489,10.56802455,43.54922525,34.8851161,4.9566,2.575114367,25.04165768,3208.104381
471.675576,43.5814,34.9939,8.5875,3181.8491,24.9571,122.8516856,122.8516856,10.3843,0.111,8.401623711,3200,35.12,18.55556801,2950.038947,4.930156144,2.482289471,4.9566,2.4141,87.89668031,40.93448364,17.06873863,0.465711373,0.612411258,10.6072882,43.52162371,34.86874914,4.9566,2.573016724,25.03940707,3204.600976
471.909083,43.5527,34.8686,8.6841,3177.1044,24.9571,122.9309328,122.9309328,10.3642,0.117,8.375082933,3200,35.12,18.4748546,2954.787746,4.903095539,2.477135611,4.9566,2.4158,88.94538275,40.89980906,17.03783436,0.459830604,0.612174847,10.64393543,43.49508293,34.85446049,4.9566,2.567773284,25.03794292,3195.683609
472.161439,43.4971,34.8699,8.6272,3177.1044,25.276,122.1664304,122.1664304,10.3538,0.11,8.352658541,3200,35.12,18.4748546,2954.787746,4.903095539,2.477135611,4.9566,2.3994,89.45631329,40.64545484,16.84290772,0.454360943,0.611209982,10.67360021,43.47265854,34.84424896,4.9566,2.559990283,25.03726248,3181.293978
472.380112,43.7842,35.2016,8.5826,3168.1035,25.276,123.6301728,123.6301728,10.2353,0.11,8.336821901,3200,35.12,18.4748546,2954.787746,4.903095539,2.477135611,4.9566,2.4308,88.9659429,41.01591978,16.87996724,0.461029451,0.606592937,10.69264956,43.4568219,34.83949329,4.9566,2.550635016,25.03735323,3172.395254
472.610721,43.4732,34.9236,8.5496,3168.1035,25.1458,122.5486816,122.5486816,10.3755,0.111,8.329310965,3200,35.12,18.44872316,2961.459516,4.873667425,2.465010635,4.9566,2.4076,88.1467065,40.65712099,16.9800538,0.46124379,0.614407838,10.6989106,43.44931097,34.84092103,4.9566,2.540766635,25.03819309,3172.390917
472.883689,43.3547,34.8039,8.5508,3173.2331,25.1458,124.4925688,124.4925688,10.3686,0.118,8.330965535,3200,35.12,18.44872316,2961.459516,4.873667425,2.465010635,4.9566,2.4493,88.15983236,41.36890461,17.39581198,0.469248903,0.613886498,10.69197025,43.45096553,34.84875403,4.9566,2.531364663,25.03975337,3173.238024
473.084625,43.5478,34.9737,8.5741,3173.2331,25.2075,121.3879432,121.3879432,10.3559,0.11,8.341320192,3200,35.12,18.44872316,2961.459516,4.873667425,2.465010635,4.9566,2.3827,88.63163504,40.33723693,16.67500293,0.455111055,0.611717728,10.67323513,43.46132019,34.86259073,4.9566,2.523239919,25.04200123,3170.675939
473.318049,43.5472,34.8644,8.6828,3175.3828,25.2075,124.4226448,124.4226448,10.3768,0.118,8.358246077,3200,35.12,18.48355065,2966.237828,4.846835756,2.458006625,4.9566,2.4478,89.82353651,41.37367839,17.40033104,0.460610659,0.613924892,10.64577107,43.47824608,34.88100956,4.9566,2.516967505,25.04490034,3169.387364
473.594701,43.5282,34.9945,8.5337,3175.3828,25.1395,124.3946752,124.3946752,10.3438,0.112,8.378343406,3200,35.12,18.48355065,2966.237828,4.846835756,2.458006625,4.9566,2.4472,87.95074827,41.36437779,17.31334736,0.470312972,0.611960066,10.61377726,43.49834341,34.90157,4.9566,2.512837891,25.04841107,3172.392701
473.794328,43.2948,34.6328,8.662,3176.2434,25.1395,122.7258224,122.7258224,10.3776,0.116,8.397947784,3200,35.12,18.48355065,2966.237828,4.846835756,2.458006625,4.9566,2.4114,89.35376976,40.82050227,17.02454464,0.456841411,0.613038626,10.58177171,43.51794778,34.92136807,4.9566,2.510878807,25.05249079,3176.065038
474.030663,43.5692,35.1277,8.4415,3176.2434,25.0684,123.7000968,123.7000968,10.3283,0.117,8.41389549,3200,35.12,18.54696577,2967.256739,4.825924643,2.454886695,4.9566,2.4323,86.69660505,41.14456097,17.12152409,0.474580994,0.610567314,10.55376125,43.53389549,34.93762898,4.9566,2.510924808,25.0570935,3176.869761
474.282434,43.5685,35.0348,8.5337,3171.9448,25.0684,123.1080736,123.1080736,10.345,0.113,8.423850772,3200,35.12,18.54696577,2967.256739,4.825924643,2.454886695,4.9566,2.4196,87.70200433,40.89222802,17.030762,0.466263324,0.612115387,10.53260931,43.54385077,34.94820745,4.9566,2.512650654,25.06216836,3175.767826
474.501857,43.4757,35.1393,8.3364,3171.9448,25.0285,119.910216,119.910216,10.2886,0.11,8.426649289,3200,35.12,18.54696577,2967.256739,4.825924643,2.454886695,4.8333,2.351,85.414371,39.83001075,16.1884986,0.466315098,0.607293298,10.51968586,43.54664929,34.9522807,4.8333,2.515565622,25.06765767,3174.709373
474.735162,43.4317,34.9475,8.4842,3156.7824,25.0285,123.4949864,123.4949864,10.1318,0.113,8.422599743,3200,35.12,18.56522007,2965.393209,4.808133066,2.448379285,4.8333,2.4279,87.02349788,40.82466134,16.59899722,0.469122275,0.602552389,10.51477093,43.54259974,34.95093495,4.8333,2.519007406,25.07349479,3173.103733
474.983728,43.3413,34.9487,8.3926,3156.7824,25.2075,121.96132,121.96132,10.1856,0.117,8.413219924,3200,35.12,18.56522007,2965.393209,4.808133066,2.448379285,4.8333,2.395,86.64147758,40.31766576,16.394512,0.465339083,0.605057648,10.51611171,43.53321992,34.94689478,4.8333,2.522182636,25.07960296,3168.9056
475.209896,43.3718,34.799,8.5728,3135.0319,25.2075,124.6137704,124.6137704,10.2095,0.118,8.400421333,3200,35.12,18.56522007,2965.393209,4.808133066,2.448379285,4.8333,2.4519,88.61738047,40.91067247,17.03267305,0.461655177,0.61188613,10.52066524,43.52042133,34.94331661,4.8333,2.524326832,25.08589604,3161.266742
475.44775,43.3346,34.8063,8.5283,3135.0319,25.2109,123.3271688,123.3271688,10.2037,0.111,8.385721137,3200,35.12,18.57539794,2963.107794,4.789261195,2.433378022,4.8333,2.4243,88.14132247,40.48828146,16.73682991,0.45935641,0.610962704,10.52472727,43.50572114,34.94235926,4.8333,2.524951995,25.09228226,3151.196794
475.696167,43.3394,34.9566,8.3828,3140.8107,25.2109,118.4744432,118.4744432,10.1393,0.113,8.369910328,3200,35.12,18.57539794,2963.107794,4.789261195,2.433378022,4.8333,2.3202,86.5456918,38.96682809,15.52520386,0.450245729,0.60372386,10.52488611,43.48991033,34.94432355,4.8333,2.524000895,25.09866988,3141.059898
475.91849,43.4879,35.0067,8.4812,3140.8107,25.331,122.2503392,122.2503392,10.205,0.114,8.353205109,3200,35.12,18.57539794,2963.107794,4.789261195,2.433378022,4.8333,2.4012,88.04222684,40.20873889,16.504246,0.456698341,0.609425878,10.51884624,43.47320511,34.94781604,4.8333,2.521747565,25.10497281,3134.873761
476.153607,43.3645,34.9444,8.4201,3138.665,25.331,120.539532,120.539532,10.1925,0.11,8.335705567,3200,35.12,18.60777076,2959.505415,4.771090307,2.415427768,4.8333,2.3645,87.3689796,39.61896108,16.10016625,0.453467137,0.608298794,10.50580477,43.45570557,34.9508043,4.8333,2.518520829,25.11111549,3135.620186
476.400166,43.6186,35.2199,8.3987,3138.665,24.9976,121.7562096,121.7562096,10.174,0.113,8.317909063,3200,35.12,18.60777076,2959.505415,4.771090307,2.415427768,4.8333,2.3906,85.98635368,40.01885895,16.3219644,0.46540942,0.607762566,10.48644402,43.43790906,34.95184601,4.8333,2.5145242,25.11703706,3140.11418
476.619381,43.2362,34.9994,8.2368,3137.8073,24.9976,122.6186056,122.6186056,10.1022,0.112,8.300977761,3200,35.12,18.60777076,2959.505415,4.771090307,2.415427768,4.8333,2.4091,84.22589354,40.2912981,16.33721002,0.478371869,0.60403142,10.46263757,43.42097776,34.95084506,4.8333,2.509876081,25.12269287,3141.796426
476.856853,43.3339,34.9102,8.4237,3137.8073,25.0629,122.8516856,122.8516856,10.2147,0.11,8.28649382,3200,35.12,18.66678446,2953.851951,4.753204558,2.403954952,4.8333,2.4141,86.48352548,40.36788595,16.65930727,0.466769662,0.61086447,10.436898,43.40649382,34.94910145,4.8333,2.504755653,25.12805128,3139.313334
477.100441,43.4409,35.1216,8.3193,3141.6701,25.0629,123.9844544,123.9844544,10.1686,0.115,8.275738848,3200,35.12,18.66678446,2953.851951,4.753204558,2.403954952,4.8333,2.4384,85.34534049,40.79025605,16.79511424,0.477943562,0.607868561,10.41176795,43.39573885,34.94862465,4.8333,2.499525663,25.13308731,3136.945979
477.325067,43.4714,34.9695,8.5019,3141.6701,25.1905,123.0707808,123.0707808,10.1277,0.115,8.269108747,3200,35.12,18.66678446,2953.851951,4.753204558,2.403954952,4.8333,2.4188,87.7807186,40.48966207,16.49688076,0.461259178,0.605015688,10.38941078,43.38910875,34.95113222,4.8333,2.49476595,25.13777732,3137.728325
477.561403,43.3315,35.0275,8.304,3122.8754,25.1905,122.0731984,122.0731984,10.049,0.112,8.266210725,3200,35.12,18.73108665,2947.317893,4.735573456,2.391047073,4.8333,2.3974,85.61219768,39.92120094,16.0914726,0.466302723,0.603475648,10.37135861,43.38621072,34.95743757,4.8333,2.491180841,25.14209705,3139.849776
477.837644,43.5496,35.1503,8.3993,3122.8754,25.0251,119.4347328,119.4347328,10.1701,0.11,8.266336005,3200,35.12,18.73108665,2947.317893,4.735573456,2.391047073,4.8333,2.3408,86.08747918,39.05835212,15.80617008,0.453705376,0.609502675,10.35826746,43.38633601,34.96739647,4.8333,2.489377486,25.14602269,3138.397344
478.028297,43.2985,34.9255,8.373,3136.0937,25.0251,118.8473712,118.8473712,10.216,0.115,8.268768804,3200,35.12,18.73108665,2947.317893,4.735573456,2.391047073,4.8333,2.3282,85.80118494,39.03077974,15.7848912,0.45489791,0.609388061,10.34984279,43.3887688,34.98016356,4.8333,2.489569996,25.14953258,3131.285401
478.265746,43.1977,34.7996,8.3981,3136.0937,25.1564,120.9637376,120.9637376,10.2207,0.116,8.27280007,3200,35.12,18.77956109,2940.846426,4.72115019,2.372139854,4.8333,2.3736,86.52602574,39.72581766,16.25985352,0.45911987,0.610682295,10.34519083,43.39280007,34.99446548,4.8333,2.491358344,25.15260753,3124.799759
478.519334,43.5679,35.1839,8.384,3132.2446,25.1564,123.3271688,123.3271688,10.1518,0.11,8.277505215,3200,35.12,18.77956109,2940.846426,4.72115019,2.372139854,4.8333,2.4243,86.37173188,40.45228406,16.61100874,0.468350966,0.608396023,10.34340894,43.39750522,35.00863923,4.8333,2.493784086,25.15523008,3127.00567
478.732831,43.3187,34.8021,8.5166,3132.2446,25.0974,122.2783088,122.2783088,10.1356,0.111,8.281651241,3200,35.12,18.77956109,2940.846426,4.72115019,2.372139854,4.8333,2.4018,87.61677759,40.10824971,16.34368408,0.457769058,0.606949549,10.34391401,43.40165124,35.02068949,4.8333,2.495724223,25.15738501,3134.837335
478.966077,43.3651,35.0336,8.3315,3128.405,25.0974,120.8565208,120.8565208,10.1491,0.116,8.284076191,3200,35.12,18.80066981,2934.873178,4.710883209,2.361919159,4.8333,2.3713,85.59601086,39.5932978,16.06656083,0.462560082,0.607844311,10.3463159,43.40407619,35.02872925,4.8333,2.496384777,25.15906102,3137.687446
479.218378,43.2973,35.0458,8.2515,3128.405,25.3103,123.2479216,123.2479216,10.1695,0.112,8.284123046,3200,35.12,18.80066981,2934.873178,4.710883209,2.361919159,4.8333,2.4226,85.44133581,40.37673459,16.6366307,0.472566752,0.610168974,10.35012705,43.40412305,35.03152496,4.8333,2.4955516,25.16025237,3132.932045
479.437307,43.3168,34.9664,8.3504,3126.7016,25.3103,118.4091808,118.4091808,10.0497,0.114,8.281625314,3200,35.12,18.80066981,2934.873178,4.710883209,2.361919159,4.7099,2.3188,86.53020226,38.77041323,15.30324436,0.448056427,0.601057415,10.35463596,43.40162531,35.02882482,4.7099,2.493509303,25.1609607,3127.533279
479.676722,43.2765,35.0458,8.2307,3126.7016,25.1598,118.651584,118.651584,9.932,0.116,8.276639804,3200,35.12,18.77076647,2930.040996,4.700929464,2.343392778,4.7099,2.324,84.70564334,38.84978268,15.081968,0.458644562,0.594133774,10.3589023,43.3966398,35.02146491,4.7099,2.490765542,25.16119818,3126.351724
479.927282,43.3101,34.901,8.4091,3092.185,25.1598,120.4835928,120.4835928,9.9418,0.117,8.269276999,3200,35.12,18.77076647,2930.040996,4.700929464,2.343392778,4.7099,2.3633,86.65810749,39.01413624,15.49545594,0.450207573,0.6022293,10.36165203,43.389277,35.01115515,4.7099,2.48772754,25.16099074,3126.293564
480.149936,43.3303,34.909,8.4213,3092.185,25.2143,119.98014,119.98014,9.9521,0.114,8.259701881,3200,35.12,18.77076647,2930.040996,4.700929464,2.343392778,4.7099,2.3525,86.97963204,38.85111175,15.41231525,0.446669075,0.602616352,10.36116017,43.37970188,34.99991778,4.7099,2.484507776,25.16037867,3120.179778
480.383185,43.4189,35.0874,8.3315,3091.0839,25.2143,120.143296,120.143296,9.9367,0.11,8.248275829,3200,35.12,18.75160376,2926.974839,4.687940355,2.31960898,4.7099,2.356,85.99470449,38.89009041,15.4108652,0.4522382,0.601975078,10.35546154,43.36827583,34.98944957,4.7099,2.480987336,25.15941465,3105.382104
480.631507,43.2215,34.9597,8.2618,3091.0839,25.1666,122.986872,122.986872,9.9255,0.112,8.235740404,3200,35.12,18.75160376,2926.974839,4.687940355,2.31960898,4.7099,2.417,85.06899684,39.81054899,15.9899335,0.467979528,0.602602429,10.3429323,43.3557404,34.98080386,4.7099,2.477038655,25.15816104,3090.056655
480.851506,43.2411,34.9462,8.2949,3097.8933,25.1666,120.3484064,120.3484064,10.0072,0.111,8.223182838,3200,35.12,18.75160376,2926.974839,4.687940355,2.31960898,4.7099,2.3604,85.43135127,39.04230203,15.62099488,0.457002043,0.6050103,10.32290311,43.34318284,34.9745037,4.7099,2.472729773,25.15668728,3085.274119
481.083704,43.1696,34.9695,8.2001,3097.8933,25.4975,120.9917072,120.9917072,9.9707,0.114,8.211613325,3200,35.12,18.76971314,2922.982076,4.672567547,2.291942345,4.7099,2.3742,85.50318907,39.25099564,15.67243594,0.45905885,0.603104088,10.29602393,43.33161332,34.97072092,4.7099,2.468408974,25.15506738,3091.008521
481.331604,43.5472,35.1949,8.3523,3097.1884,25.4975,118.8566944,118.8566944,9.9566,0.118,8.201495592,3200,35.12,18.76971314,2922.982076,4.672567547,2.291942345,4.7099,2.3284,87.19127009,38.54960116,15.18294744,0.442126845,0.601379696,10.26429419,43.32149559,34.96932013,4.7099,2.46460708,25.15337906,3097.814263
481.558708,43.4525,35.2358,8.2167,3097.1884,25.065,118.7634624,118.7634624,10.2094,0.116,8.192858145,3200,35.12,18.76971314,2922.982076,4.672567547,2.291942345,4.7099,2.3264,84.23383667,38.51936259,15.75114816,0.457290848,0.616602835,10.23076214,43.31285814,34.97009249,4.7099,2.4617885,25.15170554,3099.571162
481.796119,43.2985,35.0122,8.2863,3142.0998,25.065,114.759148,114.759148,10.2916,0.109,8.185978971,3200,35.12,18.82241509,2916.578825,4.65665756,2.272796919,4.7099,2.2405,84.99269024,37.76034102,15.0583298,0.444277513,0.610649406,10.1991242,43.30597897,34.97325991,4.7099,2.460085782,25.15013695,3099.249376
482.040923,43.5044,34.9866,8.5178,3142.0998,25.1875,118.0129448,118.0129448,10.4111,0.111,8.181799085,3200,35.12,18.82241509,2916.578825,4.65665756,2.272796919,4.7099,2.3103,87.94447062,38.83097006,16.05276433,0.441539642,0.619422185,10.17352346,43.30179908,34.97962048,4.7099,2.45913372,25.14876643,3105.908438
482.259227,43.2386,35.0391,8.1995,3176.2434,25.1875,118.2180552,118.2180552,10.3683,0.118,8.181556902,3200,35.12,18.82241509,2916.578825,4.65665756,2.272796919,4.7099,2.3147,84.45706281,39.32114934,15.99950401,0.46557562,0.610345944,10.15840407,43.3015569,34.98990069,4.7099,2.458099366,25.14768212,3125.343844
482.500832,43.3773,34.9902,8.3871,3176.2434,25.276,116.5212328,116.5212328,10.4167,0.11,8.186061874,3200,35.12,18.86872253,2909.70227,4.643340651,2.27312843,4.7099,2.2783,86.81644937,38.75676003,15.73236761,0.446421851,0.612341372,10.15798935,43.30606187,35.0038836,4.7099,2.455965042,25.14696011,3151.422666
482.745302,43.359,34.9878,8.3712,3168.9775,25.276,118.9266184,118.9266184,10.3221,0.11,8.195158966,3200,35.12,18.86872253,2909.70227,4.643340651,2.27312843,4.7099,2.3299,86.64163122,39.46633912,16.04946079,0.45551242,0.609366395,10.17530826,43.31515897,35.02012125,4.7099,2.451929075,25.14666139,3171.414109
482.963689,43.5783,35.3091,8.2692,3168.9775,25.3728,116.810252,116.810252,10.3038,0.111,8.207688131,3200,35.12,18.86872253,2909.70227,4.643340651,2.27312843,4.7099,2.2845,85.84767458,38.76401331,15.5390311,0.451544127,0.607239269,10.21114892,43.32768813,35.03636671,4.7099,2.445685808,25.14683215,3178.279195
483.198783,43.3456,34.9365,8.4091,3161.9975,25.3728,117.1085944,117.1085944,10.3865,0.111,8.222022302,3200,35.12,18.86033538,2908.546319,4.634950958,2.274626875,4.7099,2.2909,87.39174515,38.77741978,15.79443285,0.443719481,0.613615681,10.26342479,43.3420223,35.05043957,4.7099,2.437486894,25.147506,3174.212019
483.472867,43.3138,35.0709,8.2429,3161.9975,25.0793,116.0830424,116.0830424,10.4334,0.116,8.236731205,3200,35.12,18.86033538,2908.546319,4.634950958,2.274626875,4.7099,2.2689,84.56771685,38.43783531,15.67234126,0.454521379,0.615860416,10.32733686,43.3567312,35.06102051,4.7099,2.428011817,25.14870698,3166.656802
483.668125,43.4403,35.1326,8.3077,3174.5224,25.0793,118.9825576,118.9825576,10.3512,0.114,8.250754518,3200,35.12,18.86033538,2908.546319,4.634950958,2.274626875,4.7099,2.3311,85.27463877,39.55399128,16.12968232,0.463842379,0.610044184,10.39639221,43.37075452,35.0678252,4.7099,2.418131842,25.15045093,3162.390663
