,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),,
2140,504.906405,42.8873,35.2193,7.668,3369.3293,25.4771,102.988608,102.988608,11.4721,0.118,7.7271691938,3200,35.12,19.0802791892,3137.4288984722,3.9037423047,2.0033718074,3.9185,1.988,79.5378727382,36.3380203973,22.8065348,0.4568643735,0.6276218283,11.7704882262,42.8873,35.0451671725,3.9185,2.0609803197,25.3130314589,3181.6319243564,43.30674487,42.8873
2141,505.143815,42.8495,35.077,7.7725,3352.0541,25.4771,105.692336,105.692336,11.474,0.114,7.7227407618,3200,35.12,19.1245549927,3139.8427424615,3.9037423047,2.0033718074,3.9185,2.046,80.6959760824,37.1007879638,23.475804,0.4597600744,0.6327575582,11.7695621228,42.8495,35.0307054609,3.9185,2.061349257,25.3153568227,3176.6419270254,43.30837717,42.8495
2142,505.424173,42.7395,35.055,7.6845,3352.0541,25.3672,104.9278336,104.9278336,11.4224,0.113,7.7203354735,3200,35.12,19.1245549927,3139.8427424615,3.8832084394,1.9930602414,3.9185,2.0296,79.3768416149,36.8324275271,23.18290304,0.4640198171,0.6294155611,11.7697117203,42.7395,35.0182351345,3.9185,2.0620343461,25.3165917074,3165.8380912386,43.31205764,42.7395
2143,505.616339,42.8476,35.1766,7.671,3349.5947,25.3672,103.478076,103.478076,11.4465,0.108,7.719488604,3200,35.12,19.1245549927,3139.8427424615,3.8832084394,1.9930602414,3.9185,1.9985,79.2278755536,36.2968739567,22.87583025,0.4581326169,0.6302424357,11.7687098815,42.8476,35.0104748243,3.9185,2.0635972458,25.3167887198,3155.0916293677,43.31811444,42.8476
2144,505.848089,42.9875,35.1344,7.8531,3349.5947,25.4522,101.5808048,101.5808048,11.7424,0.116,7.7195281186,3200,35.12,19.1485446142,3141.4345451877,3.8832084394,1.9930602414,3.9185,1.9578,81.5094706956,35.6313705354,22.98927072,0.4371439322,0.6451974868,11.7646675144,42.9875,35.0091464173,3.9185,2.0666262599,25.3160347304,3149.4154873247,43.32657238,42.9875
2145,506.129239,42.8959,35.168,7.7279,3393.9548,25.4522,103.6971712,103.6971712,11.8636,0.109,7.7198517423,3200,35.12,19.1485446142,3141.4345451877,3.8602143408,1.9780474449,3.9185,2.0032,80.1233192264,36.8554383443,23.76516352,0.4599839185,0.644821079,11.7567544645,42.8959,35.0148284166,3.9185,2.071417825,25.3144459443,3150.1606050069,43.33682871,42.8959
2146,506.315449,42.9643,35.0324,7.9319,3393.9548,25.652,98.8584304,98.8584304,11.9595,0.112,7.7203655566,3200,35.12,19.1485446142,3141.4345451877,3.8602143408,1.9780474449,3.9185,1.8994,83.0286033836,35.1356815645,22.7158743,0.4231756302,0.6465186753,11.7460748255,42.9643,35.0270733234,3.9185,2.0777286811,25.3121628061,3159.1749663646,43.34748742,42.9643
2147,506.548625,43.0627,35.0648,7.9979,3431.9707,25.652,101.2917856,101.2917856,11.9327,0.116,7.7216834775,3200,35.12,19.1797430522,3139.8827119445,3.8602143408,1.9780474449,3.9185,1.9516,83.7650583586,36.4037745419,23.28785732,0.4345937943,0.6397099645,11.7361305727,43.0627,35.0445271991,3.9185,2.0847331117,25.3093464191,3178.5070879626,43.35665623,43.0627
2148,506.806626,42.6191,34.8638,7.7553,3431.9707,25.2863,102.8767296,102.8767296,11.929,0.111,7.7248925703,3200,35.12,19.1797430522,3139.8827119445,3.8469866135,1.9906550498,3.9185,1.9856,79.9024490745,36.9733956982,23.6862224,0.462731695,0.6406288076,11.7322325771,42.6191,35.0649519399,3.9185,2.091183584,25.3061762757,3203.8152714678,43.3625499,42.6191
2149,507.020038,42.9002,34.9444,7.9558,3435.2309,25.2863,98.4761792,98.4761792,11.9447,0.118,7.7309138954,3200,35.12,19.1797430522,3139.8827119445,3.8469866135,1.9906550498,3.9185,1.8912,82.1078151854,35.4254798022,22.58981664,0.4314507666,0.6376714378,11.7399241775,42.9002,35.0852791507,3.9185,2.0957373566,25.3028463584,3225.2968674859,43.363983,42.9002
2150,507.261183,43.0364,35.102,7.9344,3435.2309,25.2314,101.1985536,101.1985536,11.8987,0.112,7.7397549737,3200,35.12,19.1888225921,3137.5041817581,3.8469866135,1.9906550498,3.9185,1.9496,81.6946732846,36.4048173446,23.19770552,0.4456204533,0.6372152702,11.7631651871,43.0364,35.1019196493,3.9185,2.0973278408,25.2995563834,3236.3391459013,43.36063207,43.0364
2151,507.509862,42.7737,34.9255,7.8482,3426.3959,25.2314,105.1748984,105.1748984,11.9672,0.118,7.7503652415,3200,35.12,19.1888225921,3137.5041817581,3.8442204646,2.0077676476,3.9185,2.0349,80.7485893932,37.7379461431,24.35205528,0.4673511504,0.6452936042,11.8030623232,42.7737,35.1115238076,3.9185,2.0954128162,25.2964990631,3237.3960046466,43.35311729,42.7737
2152,507.732627,42.7157,35.0984,7.6173,3426.3959,25.1871,100.8256256,100.8256256,11.8655,0.112,7.7611783009,3200,35.12,19.1888225921,3137.5041817581,3.8442204646,2.0077676476,3.9185,1.9416,78.0770329528,36.1773777453,23.0380548,0.463354925,0.6368083105,11.8575184328,42.7157,35.1119730495,3.9185,2.0901137995,25.293847347,3233.2683219493,,
2153,507.970931,42.9857,35.2456,7.7401,3426.3959,25.1871,102.7834976,102.7834976,11.899,0.118,7.7705477845,3200,35.12,19.1259555136,3142.0459790727,3.8442204646,2.0077676476,3.9185,1.9836,79.4224519846,36.8798844196,23.6028564,0.4643508668,0.639992689,11.9217251998,42.9857,35.1030667398,3.9185,2.0822675749,25.2917442847,3228.5998401409,,
2154,508.222759,42.9765,35.2291,7.7474,3426.3959,24.9375,97.7536312,97.7536312,11.8669,0.116,7.7769512213,3200,35.12,19.1259555136,3142.0459790727,3.839217794,2.0104934818,3.9185,1.8757,78.7145761381,35.0751113207,22.25874433,0.4455986812,0.6346022434,11.9891795804,42.9765,35.086745681,3.9185,2.0732323289,25.2902956989,3225.766834335,,
2155,508.445344,42.8201,35.1717,7.6484,3426.6279,24.9375,98.2151296,98.2151296,11.8733,0.113,7.7794636829,3200,35.12,19.1259555136,3142.0459790727,3.839217794,2.0104934818,3.9185,1.8856,77.6406630355,35.2430883145,22.38829448,0.4539256485,0.6352534795,12.052914476,42.8201,35.0669124984,3.9185,2.0644150899,25.2895644692,3225.3349910916,,
2156,508.682337,42.9161,34.9517,7.9644,3426.6279,25.1095,98.3130232,98.3130232,11.8853,0.108,7.7782183831,3200,35.12,19.0264468078,3154.9894843654,3.839217794,2.0104934818,3.9185,1.8877,81.6276560785,35.2782160266,22.43588081,0.4321846017,0.6359698232,12.1067162222,42.9161,35.0486003936,3.9185,2.056756479,25.2895656061,3226.3061017137,,
2157,508.954533,42.8256,35.0672,7.7584,3422.947,25.1095,96.3551512,96.3551512,11.9015,0.112,7.7742555109,3200,35.12,19.0264468078,3154.9894843654,3.8222622689,2.0165872375,3.9185,1.8457,79.3776363884,34.5385204454,21.96659855,0.4351165141,0.6360028822,12.1461218467,42.8256,35.0364253232,3.9185,2.0504532668,25.2902637542,3226.8872111537,,
2158,509.147005,42.9936,35.215,7.7786,3422.947,25.3763,102.6576344,102.6576344,11.871,0.11,7.7689636529,3200,35.12,19.0264468078,3154.9894843654,3.8222622689,2.0165872375,3.9185,1.9809,80.444037653,36.7976466275,23.5152639,0.457431622,0.6390426034,12.1690245564,42.9936,35.033051774,3.9185,2.0450424224,25.2915760443,3226.0732680655,,
2159,509.378635,42.9258,35.1032,7.8226,3422.7114,25.3763,101.0866752,101.0866752,11.8176,0.112,7.7636827318,3200,35.12,18.9846935805,3168.65804786,3.8222622689,2.0165872375,3.9185,1.9472,80.9297308382,36.2320420254,23.01123072,0.4476975476,0.6351071989,12.1757681496,42.9258,35.0386660248,3.9185,2.0397938267,25.2933813233,3224.2261562813,,
2160,509.626617,43.023,35.2181,7.8049,3422.7114,24.8342,102.056288,102.056288,11.8026,0.11,7.7596304229,3200,35.12,18.9846935805,3168.65804786,3.8069565308,2.0201686362,3.9185,1.968,79.0096660158,36.5795759774,23.2275168,0.4629759601,0.6349859499,12.1686985716,43.023,35.0515996026,3.9185,2.0342276302,25.295533474,3222.5927360438,,
2161,509.841989,43.0529,35.3397,7.7132,3403.9528,24.8342,98.7791832,98.7791832,11.7748,0.113,7.7579650637,3200,35.12,18.9846935805,3168.65804786,3.8069565308,2.0201686362,3.9185,1.8977,78.0190609523,35.2109366214,22.34503796,0.4513119767,0.6346050433,12.1513377784,43.0529,35.0693877001,3.9185,2.0284498109,25.2978730649,3221.5512504818,,
2162,510.07913,43.2069,35.5273,7.6796,3403.9528,24.8681,99.0215864,99.0215864,11.6645,0.113,7.7598426799,3200,35.12,19.0337181704,3177.3082116328,3.8069565308,2.0201686362,3.9185,1.9029,77.7620958408,35.2973439335,22.19637705,0.4539145139,0.6288398666,12.1274832814,43.2069,35.0897686197,3.9185,2.0230711838,25.3002319812,3218.6447479881,,
2163,510.354752,43.2802,35.5077,7.7725,3380.562,24.8681,98.9936168,98.9936168,11.671,0.113,7.7665037458,3200,35.12,19.0337181704,3177.3082116328,3.80263748,2.0202075677,3.9185,1.9023,78.7670340351,35.0448910888,22.2017433,0.4449182519,0.6335229647,12.1004466106,43.2802,35.1115678424,3.9185,2.018806174,25.3024322718,3210.7081389339,,
2164,510.550441,43.1812,35.3605,7.8207,3380.562,25.0886,100.5272832,100.5272832,11.6893,0.118,7.7793587243,3200,35.12,19.0337181704,3177.3082116328,3.80263748,2.0202075677,3.9074,1.9352,79.9914668025,35.5878268224,22.62113336,0.44489529,0.635642448,12.0725482638,43.1812,35.1351660183,3.9074,2.0160849033,25.3042852764,3198.3600639559,,
2165,510.787694,43.3022,35.4936,7.8086,3389.6887,25.0886,100.378112,100.378112,11.6355,0.117,7.7998330215,3200,35.12,19.1218478457,3180.8380415349,3.80263748,2.0202075677,3.7951,1.932,79.8594154568,35.6309544413,22.479786,0.4461709898,0.6309060858,12.0450046443,43.3022,35.1620893558,3.7951,2.0149279027,25.3055951891,3186.342309383,,
2166,511.07381,43.0022,35.3385,7.6637,3389.6887,25.252,103.711156,103.711156,11.5978,0.111,7.8288252889,3200,35.12,19.1218478457,3180.8380415349,3.8153338005,2.0084073395,3.7951,2.0035,78.7878919989,36.8140763047,23.2361923,0.4672555055,0.6311768387,12.0181862416,43.0022,35.1938747007,3.7951,2.0150860979,25.3061675511,3180.5113150204,,
2167,511.262885,43.238,35.5028,7.7352,3362.0688,25.252,104.4243808,104.4243808,11.5453,0.109,7.8659783799,3200,35.12,19.1218478457,3180.8380415349,3.8153338005,2.0084073395,3.7951,2.0188,79.5732774573,36.7652160661,23.30765164,0.4620296818,0.6339593272,11.9919713142,43.238,35.2309805263,3.7951,2.0163077174,25.3058211057,3182.4291352128,,
2168,511.493759,43.2429,35.6439,7.599,3362.0688,25.0663,102.6063568,102.6063568,11.5899,0.113,7.9092379895,3200,35.12,19.1845828437,3179.7359219684,3.8153338005,2.0084073395,3.7951,1.9798,77.5030307282,36.1251352281,22.94568402,0.4661125493,0.6351722665,11.9659845971,43.2429,35.2723892123,3.7951,2.0185805083,25.3044003258,3184.049057619,,
2169,511.769598,43.2551,35.5346,7.7205,3359.7607,25.0663,104.3964112,104.3964112,11.6438,0.117,7.9551612168,3200,35.12,19.1845828437,3179.7359219684,3.852071559,2.0028441899,3.7951,2.0182,78.8278222635,36.7301356732,23.49951716,0.4659539566,0.639788466,11.9397982534,43.2551,35.3160422284,3.7951,2.0221952838,25.3017852704,3175.6805932781,,
2170,511.972992,43.1818,35.2847,7.8971,3359.7607,25.1734,99.445792,99.445792,11.5943,0.113,7.999869627,3200,35.12,19.1845828437,3179.7359219684,3.852071559,2.0028441899,3.7951,1.912,81.0984365908,34.9883428971,22.1683016,0.4314305475,0.6335910696,11.913233656,43.1818,35.3596340658,3.7951,2.0275599345,25.2978964102,3161.3827747253,,
2171,512.200813,43.1928,35.4765,7.7163,3356.8098,25.1734,101.263816,101.263816,11.6075,0.117,8.0399595008,3200,35.12,19.2390906387,3175.2123842284,3.852071559,2.0028441899,3.7951,1.951,79.1186365158,35.5966920183,22.6462325,0.4499153876,0.6361892416,11.886657297,43.1928,35.4009627719,3.7951,2.0348596923,25.2926952967,3154.2096055203,,
2172,512.453847,43.0175,35.4943,7.5232,3356.8098,25.3586,105.5012104,105.5012104,11.5776,0.109,8.0728946026,3200,35.12,19.2390906387,3175.2123842284,3.9136697835,1.9884218658,3.7951,2.0419,77.5706660837,37.0862391179,23.64030144,0.4780961798,0.637441326,11.8610167775,43.0175,35.4377662405,3.7951,2.043779293,25.2861840938,3156.8189728935,,
2173,512.673388,43.092,35.4839,7.6081,3370.903,25.3586,102.5644024,102.5644024,11.6471,0.11,8.0969433039,3200,35.12,19.2390906387,3175.2123842284,3.9136697835,1.9884218658,3.7951,1.9789,78.5071794864,36.2052480256,23.04844619,0.4611711727,0.636605118,11.8375805592,43.092,35.4678010779,3.7951,2.0535239503,25.2784059505,3160.5250341358,,
2174,512.905355,43.0095,35.3916,7.6179,3370.903,25.6379,99.8560128,99.8560128,11.8652,0.112,8.1109581633,3200,35.12,19.2772726777,3167.1737669923,3.9136697835,1.9884218658,3.7951,1.9208,79.4811510346,35.2491861277,22.79067616,0.4434911381,0.6465589327,11.8176578527,43.0095,35.489404705,3.7951,2.0631283239,25.2694465701,3161.4843281572,,
2175,513.153713,43.2533,35.7069,7.5464,3402.0883,25.6379,97.7536312,97.7536312,11.8516,0.113,8.1143356892,3200,35.12,19.2772726777,3167.1737669923,3.9926730447,1.9831018418,3.7951,1.8757,78.6837633487,34.8262808292,22.23004612,0.4426107668,0.6383123776,11.802610371,43.2533,35.5020050938,3.7951,2.0717001299,25.2594368418,3165.3034607836,,
2176,513.372605,43.1152,35.3715,7.7437,3402.0883,25.0577,102.4944784,102.4944784,11.967,0.111,8.107331679,3200,35.12,19.2772726777,3167.1737669923,3.9926730447,1.9831018418,3.7955,1.9774,79.0536547362,36.5152828021,23.6635458,0.4619050558,0.6480449824,11.7941101872,43.1152,35.5063017771,3.7955,2.0783993164,25.2485551399,3176.7922578159,,
2177,513.601685,43.0016,35.3928,7.6088,3421.5329,25.0577,96.7793568,96.7793568,11.8723,0.111,8.0914535993,3200,35.12,19.2911287588,3157.83831401,3.9926730447,1.9831018418,3.928,1.8548,77.5832591561,34.6762455212,22.02074204,0.4469552568,0.6350382433,11.7942095078,43.0016,35.5041311793,3.928,2.0823908122,25.2370247145,3193.4790779168,,
2178,513.850385,43.1116,35.446,7.6656,3421.5329,25.0509,100.9934432,100.9934432,11.946,0.112,8.0693649757,3200,35.12,19.2911287588,3157.83831401,4.0725088966,1.9948830748,3.928,1.9452,78.1811510196,36.1861614731,23.2373592,0.4628502011,0.6421614853,11.8049079722,43.1116,35.4978746097,3.928,2.0829793307,25.2251017727,3208.9277164204,,
2179,514.06891,43.1983,35.4093,7.789,3420.1198,25.0509,98.4621944,98.4621944,11.8859,0.109,8.0442436344,3200,35.12,19.2911287588,3157.83831401,4.0725088966,1.9948830748,3.928,1.8909,79.5258328187,35.2646393604,22.47504831,0.4434362786,0.6373253411,11.8273812617,43.1983,35.4896353103,3.928,2.0798133194,25.2130564986,3218.7299031803,,
2180,514.302096,43.4195,35.6983,7.7212,3420.1198,25.0853,105.7902296,105.7902296,11.8872,0.112,8.0192554717,3200,35.12,19.3031760728,3152.709856033,4.0725088966,1.9948830748,3.928,2.0481,78.8952112788,37.8892052674,24.34617432,0.4802472121,0.6425622852,11.8612980619,43.4195,35.4808437254,3.928,2.0730386133,25.2011539653,3222.5066262967,,
2181,514.579151,42.9814,35.4295,7.5519,3415.4179,25.0853,101.7159912,101.7159912,11.8677,0.11,7.9975055819,3200,35.12,19.3031760728,3152.709856033,4.1505238513,2.0034001563,3.928,1.9607,77.0478267985,36.379916945,23.26899939,0.4721731742,0.6396111191,11.9045381704,42.9814,35.4725189932,3.928,2.0634296606,25.1896393655,3221.9072835296,,
2182,514.769086,43.1794,35.3488,7.8306,3415.4179,25.4078,100.9514888,100.9514888,11.9541,0.111,7.9819046319,3200,35.12,19.3031760728,3152.709856033,4.1505238513,2.0034001563,3.928,1.9443,81.1186076548,36.1064836973,23.24235663,0.4451072909,0.6437169796,11.9534073006,43.1794,35.4656710669,3.928,2.0524282128,25.1787284998,3219.1244911212,,
2183,515.003565,43.2454,35.5321,7.7133,3421.5329,25.4078,95.8377136,95.8377136,11.8975,0.111,7.9744932617,3200,35.12,19.2792455891,3154.7637077713,4.1505238513,2.0034001563,3.928,1.8346,79.8221865041,34.3388527974,21.8271535,0.4301918339,0.6356401487,12.003314056,43.2454,35.4612061332,3.928,2.041867549,25.1686041054,3216.5561206677,,
2184,515.273933,43.0749,35.3287,7.7462,3421.5329,25.0333,98.6253504,98.6253504,11.9755,0.118,7.9757874449,3200,35.12,19.2792455891,3154.7637077713,4.2213624542,2.0052658358,3.928,1.8944,79.0038992343,35.3376688807,22.6863872,0.4472901872,0.6419887876,12.0497130697,43.0749,35.4594458179,3.928,2.03334974,25.1594177059,3216.2250168623,,
2185,515.473851,43.2563,35.4967,7.7596,3428.7165,25.0333,101.0447208,101.0447208,11.9084,0.111,7.9847637962,3200,35.12,19.2792455891,3154.7637077713,4.2213624542,2.0052658358,3.928,1.9463,79.149815577,36.2805467341,23.17731892,0.4583781588,0.6388359881,12.0889725887,43.2563,35.4599000769,3.928,2.0276523991,25.1512929031,3218.8886755166,,
2186,515.706826,43.1018,35.4161,7.6857,3428.7165,24.9464,100.4293896,100.4293896,11.874,0.113,7.999297859,3200,35.12,19.234848405,3162.3256126634,4.2213624542,2.0052658358,3.928,1.9331,78.0731325339,36.059609389,22.9536294,0.4618696371,0.636546812,12.1188809428,43.1018,35.4614866351,3.928,2.0246152759,25.1443248644,3223.3288875805,,
2187,515.98385,43.1665,35.3947,7.7718,3416.1223,24.9464,97.5065664,97.5065664,11.9928,0.108,8.0166961298,3200,35.12,19.234848405,3162.3256126634,4.2942214047,2.0134715712,3.928,1.8704,79.0074448348,34.8815593392,22.43133312,0.4414971198,0.6430713978,12.1387121964,43.1665,35.4629430422,3.928,2.0235064016,25.1385754843,3226.9111892725,,
2188,516.175544,43.1953,35.4069,7.7884,3416.1223,25.1147,98.7512136,98.7512136,11.8891,0.113,8.0342017246,3200,35.12,19.234848405,3162.3256126634,4.2942214047,2.0134715712,3.928,1.8971,79.721815565,35.3268138155,22.55481161,0.4431260573,0.6384615303,12.1490112043,43.1953,35.4631825537,3.928,2.0234438414,25.1340680235,3226.712027058,,
2189,516.40717,42.9845,35.2432,7.7413,3425.0051,25.1147,95.7957592,95.7957592,11.9798,0.118,8.049403241,3200,35.12,19.1937715509,3170.5927451817,4.2942214047,2.0134715712,3.928,1.8337,79.2072627773,34.3586525463,21.96735926,0.433781592,0.6393545041,12.1513114094,42.9845,35.4614299896,3.928,2.0235785236,25.1307849168,3222.0211847757,,
2190,516.67193,42.9509,35.2682,7.6827,3425.0051,25.0364,97.9167872,97.9167872,11.9025,0.115,8.060410855,3200,35.12,19.1937715509,3170.5927451817,4.3642835551,2.0150941573,3.928,1.8792,78.3221278221,35.1193925279,22.367178,0.4483968133,0.636889661,12.1478125081,42.9509,35.4571112688,3.928,2.0231138565,25.1286701628,3217.472560055,,
2191,516.882608,43.3602,35.5346,7.8256,3414.8398,25.0364,100.7883328,100.7883328,11.8811,0.116,8.0657891552,3200,35.12,19.1937715509,3170.5927451817,4.3642835551,2.0150941573,3.928,1.9408,79.8783985322,36.0420274672,23.05883888,0.4512111926,0.6397764083,12.140964579,43.3602,35.4496933916,3.928,2.0213553552,25.1276349004,3218.5639395046,,
2192,517.125408,43.2368,35.5407,7.6961,3414.8398,25.0397,96.8912352,96.8912352,11.9063,0.116,8.0647127326,3200,35.12,19.1774283971,3177.3202837751,4.3642835551,2.0150941573,3.928,1.8572,78.4784049596,34.6484207388,22.11238036,0.4415026115,0.6381930226,12.1329973692,43.2368,35.4388858789,3.928,2.0178798746,25.1275635099,3222.499046914,,
2193,517.401514,43.1305,35.4912,7.6393,3412.998,25.0397,98.1218976,98.1218976,11.8298,0.114,8.0575900112,3200,35.12,19.1774283971,3177.3202837751,4.4326825611,2.0208878929,3.928,1.8836,77.8597357667,35.0695820245,22.28261128,0.450419998,0.6353828587,12.1255201323,43.1305,35.4252947246,3.928,2.0127134696,25.1283190861,3221.4803706218,,
2194,517.595273,42.957,35.5718,7.3852,3412.998,25.0482,101.5388504,101.5388504,11.8847,0.118,8.046345321,3200,35.12,19.1774283971,3177.3202837751,4.4326825611,2.0208878929,3.928,1.9569,75.1175533154,36.2908293651,23.25716943,0.4831204927,0.6408552749,12.1193239127,42.957,35.4108800081,3.928,2.0063317416,25.1297487197,3215.1855805908,,
2195,517.836617,43.2228,35.5609,7.6619,3416.4528,25.0482,95.3855384,95.3855384,11.8782,0.113,8.0336555349,3200,35.12,19.1927611728,3183.0114917036,4.4326825611,2.0208878929,3.928,1.8249,78.1324102969,34.1260936296,21.67652718,0.4367725698,0.6351892313,12.1144314966,43.2228,35.3986437142,3.928,1.9995054884,25.131688976,3210.8716269635,,
2196,518.114541,43.023,35.3653,7.6577,3416.4528,25.0251,100.308188,100.308188,11.9764,0.11,8.0217940236,3200,35.12,19.1927611728,3183.0114917036,4.4914159036,2.020800513,3.928,1.9305,78.0146348807,35.8872704701,23.1204402,0.4600069016,0.6442518447,12.1103805063,43.023,35.3917416011,3.928,1.9931079847,25.1339714238,3212.225264952,,
2197,518.303838,43.0395,35.4472,7.5923,3425.3068,25.0251,102.196136,102.196136,11.9021,0.111,8.01203824,3200,35.12,19.1927611728,3183.0114917036,4.4914159036,2.020800513,3.928,1.971,77.3027092914,36.6574769188,23.4590391,0.4742068843,0.6399523664,12.1066664822,43.0395,35.3924398297,3.928,1.9879219493,25.1364278328,3216.1463217311,,
2198,518.53844,42.7823,35.4142,7.3681,3425.3068,25.2794,102.3313224,102.3313224,11.7584,0.117,8.0045908044,3200,35.12,19.240760252,3187.3892247117,4.4914159036,2.020800513,3.928,1.9739,75.6228664126,36.705967914,23.20990576,0.4853818647,0.6323196766,12.1030885646,42.7823,35.4012482909,3.928,1.9845602241,25.1388950268,3219.4529866346,,
2199,518.789604,43.1885,35.614,7.5745,3384.4765,25.2794,99.7068416,99.7068416,11.5089,0.108,7.9985805403,3200,35.12,19.240760252,3187.3892247117,4.5497859362,2.0273349128,3.928,1.9176,77.8925090858,35.3382533338,22.06946664,0.4536797408,0.6245205849,12.0996187848,43.1885,35.4166918065,3.928,1.9835403932,25.1412205035,3221.0895116098,,
2200,519.004401,42.9869,35.3727,7.6142,3384.4765,25.1268,100.238264,100.238264,11.6186,0.112,7.9923272557,3200,35.12,19.240760252,3187.3892247117,4.5497859362,2.0273349128,3.9296,1.929,77.8562272319,35.5266008845,22.4122794,0.4563103318,0.6308590983,12.0957266285,42.9869,35.4359391406,3.9296,1.9852894332,25.1432697196,3216.651850063,,
2201,519.241551,43.0254,35.2572,7.7682,3364.9938,25.1268,100.8256256,100.8256256,11.6396,0.118,7.9841262253,3200,35.12,19.313085355,3188.6728464489,4.5497859362,2.0273349128,4.1585,1.9416,79.5394396917,35.5290676752,22.59944736,0.4466849127,0.636083321,12.0897643254,43.0254,35.4557679908,4.1585,1.9899552426,25.1449331766,3200.9175886475,,
2202,519.494496,43.0004,35.3947,7.6057,3364.9938,25.5807,102.7834976,102.7834976,11.6317,0.11,7.9730572252,3200,35.12,19.313085355,3188.6728464489,4.6225206426,2.0143343163,4.3763,1.9836,79.1680686623,36.2189852073,23.07264012,0.4574948691,0.6370316559,12.0791904553,43.0004,35.473108964,4.3763,1.9972322998,25.1461307129,3179.2168184438,,
2203,519.714152,43.0309,35.4148,7.6161,3375.051,25.5807,102.289368,102.289368,11.5928,0.118,7.959227559,3200,35.12,19.313085355,3188.6728464489,4.6225206426,2.0143343163,4.5635,1.973,79.2837935578,36.1525930493,22.8725944,0.4559896976,0.6326681566,12.061601679,43.0309,35.4851850679,4.5635,2.0064196129,25.1468144989,3164.8474325311,,
2204,519.950209,42.8159,35.1698,7.6461,3375.051,25.2748,103.9302512,103.9302512,11.5979,0.115,7.9435074006,3200,35.12,19.525400544,3188.7680621402,4.6225206426,2.0143343163,4.5635,2.0082,78.6655292857,36.7325378054,23.29090278,0.4669457911,0.6340673466,12.0357745738,42.8159,35.4898004871,4.5635,2.0166701588,25.146973871,3163.8782069818,,
2205,520.229955,43.2435,35.6604,7.5831,3359.3063,25.2748,101.9490712,101.9490712,11.5537,0.115,7.9270832582,3200,35.12,19.525400544,3188.7680621402,4.7038541598,2.0043059033,4.5635,1.9657,77.9728865071,35.8642287108,22.71110809,0.4599576894,0.6332523773,12.0021140569,43.2435,35.4858064481,4.5635,2.0272398423,25.1466398436,3170.3355582839,,
2206,520.425648,43.3211,35.7173,7.6038,3359.3063,25.3793,96.1407176,96.1407176,11.5738,0.111,7.9112347498,3200,35.12,19.525400544,3188.7680621402,4.7038541598,2.0043059033,4.5635,1.8411,78.5237931181,33.8209327838,21.30852318,0.4307093613,0.6300394882,11.9624965191,43.3211,35.4735433501,4.5635,2.0375684394,25.1458841141,3173.4399485103,,
2207,520.658797,42.9362,35.3647,7.5715,3367.2744,25.3793,101.4549416,101.4549416,11.5902,0.117,7.8976011661,3200,35.12,19.674993051,3182.1413298906,4.7038541598,2.0043059033,4.5635,1.9551,78.1672080155,35.7750567441,22.66000002,0.4576734625,0.6334022104,11.9197719591,42.9362,35.4552914205,4.5635,2.0471293233,25.1448123759,3167.9510063987,,
2208,520.93965,43.0315,35.3739,7.6576,3367.2744,25.5668,99.0355712,99.0355712,11.6334,0.11,7.8883136287,3200,35.12,19.674993051,3182.1413298906,4.7730975261,1.9941444274,4.5635,1.9032,79.702248374,34.9219379903,22.14068688,0.4381549919,0.6340051026,11.8772013512,43.0315,35.4351689704,4.5635,2.0552180838,25.1435563529,3160.2872296507,,
2209,521.130173,42.9662,35.3996,7.5666,3375.051,25.5668,100.3221728,100.3221728,11.6721,0.117,7.8852325942,3200,35.12,19.674993051,3182.1413298906,4.7730975261,1.9941444274,4.5635,1.9308,78.6902057594,35.4573183702,22.53649068,0.4505937941,0.6355948988,11.8380126371,42.9662,35.4178149876,4.5635,2.0609752076,25.1422677625,3160.3790941349,,
2210,521.36738,43.136,35.5279,7.6081,3375.051,25.2897,105.6130888,105.6130888,11.6969,0.11,7.8888641139,3200,35.12,19.7660182258,3171.8860846415,4.7730975261,1.9941444274,4.5635,2.0443,78.2938733627,37.3273106944,23.91197267,0.4767590246,0.6406026104,11.8051095296,43.136,35.4066259452,4.5635,2.0636874402,25.1411141941,3168.1643659005,,
2211,521.615307,42.9381,35.3916,7.5465,3372.76,25.2897,98.5973808,98.5973808,11.6136,0.118,7.8980473128,3200,35.12,19.7660182258,3171.8860846415,4.8305912856,1.9922351977,4.5635,1.8938,77.6162233931,34.8240625589,21.99383568,0.4486698919,0.6315700715,11.7808409889,42.9381,35.4029112902,4.5635,2.0631559948,25.1402742528,3175.1776024719,,
2212,521.842677,43.0529,35.5016,7.5513,3372.76,25.0623,104.6807688,104.6807688,11.5834,0.108,7.9104754707,3200,35.12,19.7660182258,3171.8860846415,4.8305912856,1.9922351977,4.5635,2.0243,76.9706426952,36.9726823555,23.44827662,0.4803478451,0.6342054492,11.7666931909,43.0529,35.4061552464,4.5635,2.0598920773,25.1399289199,3176.361319053,,
