,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
1574,371.358013,43.3046,34.2235,9.0811,3657.0969,25.4696,104.1913008,104.1913008,13.0924,0.113,9.4642223202,3686.5840218662,34,27.5825850299,3738.3792829454,8.4,1.991556108,8.3178,2.0138,95.1702866863,39.9021728266,26.36547512,0.4192713316,0.6607528676,0.2770347347,13.2156746961,43.4642223202,34.2664230158,8.3178,2.0351153353,25.3830459165,3657.2924096724,2.0351153353
1575,371.591779,43.4665,34.2779,9.1886,3659.1003,25.4696,101.3477248,101.3477248,13.0362,0.111,9.5206306793,3686.5840218662,34,27.5356047815,3740.7595622569,8.4,1.991556108,8.3178,1.9528,96.3612863044,38.8344299997,25.45709136,0.4030086302,0.6555289046,0.2641838059,13.222191147,43.5206306793,34.2996795399,8.3178,2.038305776,25.3856839188,3656.4076179015,2.038305776
1576,371.841163,43.3596,34.2088,9.1508,3659.1003,25.4852,100.8256256,100.8256256,13.1161,0.114,9.538939625,3686.5840218662,34,27.5356047815,3740.7595622569,8.4,1.9827056964,8.3178,1.9416,96.0012618916,38.6343719828,25.46621976,0.4024360849,0.6591596667,0.2652696356,13.2309602776,43.538939625,34.3192192612,8.3178,2.0430767642,25.3880280085,3657.0445040582,2.0430767642
1577,372.059013,43.2979,34.1337,9.1642,3662.6113,25.4852,104.9278336,104.9278336,13.0886,0.111,9.5218985688,3686.5840218662,34,27.5356047815,3740.7595622569,8.4,1.9827056964,8.3178,2.0296,96.1498123095,40.2448353287,26.56462256,0.418563847,0.6600753201,0.2762836653,13.2409243116,43.5218985688,34.3231403538,8.3178,2.0486711792,25.3900084642,3658.6840608591,2.0486711792
1578,372.291859,43.4354,34.2125,9.2229,3662.6113,25.7865,99.6509024,99.6509024,13.1026,0.118,9.4803728995,3686.5840218662,34,27.5325153106,3741.1868094995,8.4,1.9827056964,8.3178,1.9164,97.9449809962,38.2208801978,25.10982264,0.3902280628,0.656966101,0.2563666089,13.2510702924,43.4803728995,34.3108775788,8.3178,2.0543977262,25.39157508,3660.2593348421,2.0543977262
1579,372.549657,43.3645,34.1294,9.2351,3664.0834,25.7865,103.7531104,103.7531104,13.1933,0.114,9.4293496476,3686.5840218662,34,27.5325153106,3741.1868094995,8.4,1.9827056964,8.3178,2.0044,98.0818273605,39.810267246,26.44465052,0.405888311,0.6642670936,0.2696182487,13.2606411939,43.4293496476,34.2840510309,8.3178,2.0597101872,25.3927027501,3661.6384829501,2.0597101872
1580,372.767129,43.3016,34.2186,9.083,3664.0834,25.3741,101.9770408,101.9770408,13.0755,0.113,9.3834997724,3686.5840218662,34,27.5325153106,3741.1868094995,8.4,1.9827056964,8.3178,1.9663,94.8344105107,39.1287859376,25.71035565,0.4126011405,0.6570701092,0.2711078765,13.2692791996,43.3834997724,34.2476427071,8.3178,2.0642426686,25.3933971728,3662.9776368833,2.0642426686
1581,373.001953,43.5826,34.4929,9.0897,3661.8583,25.3741,100.3361576,100.3361576,13.0428,0.111,9.3532734565,3686.5840218662,34,27.5312378091,3740.1360071098,8.4,1.9760321966,8.3178,1.9311,94.9083619248,38.4757963885,25.18695108,0.4053994359,0.6546180572,0.2653817911,13.2770173804,43.3532734565,34.2102859166,8.3178,2.0677950785,25.3936977098,3663.8987851491,2.0677950785
1582,373.274313,43.4158,34.2235,9.1923,3661.8583,25.3983,101.1146448,101.1146448,13.0104,0.115,9.3431043834,3686.5840218662,34,27.5312378091,3740.1360071098,8.4,1.9760321966,8.3178,1.9478,96.1324087893,38.7743220219,25.34165712,0.4033428738,0.6535680264,0.263612006,13.2840134688,43.3431043834,34.1836612572,8.3178,2.0702821607,25.3936733001,3663.8382223894,2.0702821607
1583,373.537089,43.3602,34.243,9.1172,3654.0959,25.3983,99.1614344,99.1614344,12.995,0.11,9.3524873679,3686.5840218662,34,27.5162955184,3739.7317618155,8.4,1.9760321966,8.3178,1.9059,95.3027001366,37.9447205582,24.7671705,0.3981494806,0.6527171669,0.259879001,13.2901356159,43.3524873679,34.1790948079,8.3178,2.0716387877,25.3934124769,3662.5682985026,2.0716387877
1584,373.749398,43.5056,34.276,9.2296,3654.0959,25.4487,99.6509024,99.6509024,13.134,0.115,9.3766422034,3686.5840218662,34,27.5162955184,3739.7317618155,8.4,1.9760321966,8.3178,1.9164,96.7360825416,38.1320184387,25.1699976,0.3941860931,0.660075145,0.2601924426,13.2947570229,43.3766422034,34.2001040688,8.3178,2.0717331115,25.3930125705,3660.0584814497,2.0717331115
1585,373.942737,43.4427,34.2149,9.2278,3665.8127,25.4487,97.8328784,97.8328784,13.1412,0.117,9.4067714121,3686.5840218662,34,27.5162955184,3739.7317618155,8.4,1.9760321966,8.3178,1.8774,96.7161565868,37.5563796239,24.67128888,0.3883154682,0.656913396,0.2550896329,13.2970149861,43.4067714121,34.2376653353,8.3178,2.0703475654,25.3925713985,3656.999231632,2.0703475654
1586,374.181618,43.3572,34.1783,9.1789,3665.8127,25.2075,104.806632,104.806632,13.0896,0.113,9.4333070549,3686.5840218662,34,27.5157999389,3739.3094957089,8.4,1.9643730572,8.3178,2.027,95.2633002313,40.2334851316,26.5326192,0.4223398206,0.6594660918,0.2785187909,13.2964029325,43.4333070549,34.2747822837,8.3178,2.0672468767,25.3921814663,3656.1600117735,2.0672468767
1587,374.449011,43.2997,34.2424,9.0573,3664.3693,25.2075,104.6155064,104.6155064,13.085,0.109,9.4494717473,3686.5840218662,34,27.5157999389,3739.3094957089,8.4,1.9643730572,8.3178,2.0229,93.9299495587,40.1443023667,26.4696465,0.4273855416,0.6593624734,0.2818019878,13.2932127124,43.4494717473,34.2959283651,8.3178,2.0623870936,25.3919248198,3660.0111216827,2.0623870936
1588,374.647359,43.5313,34.2785,9.2528,3664.3693,25.4905,101.963056,101.963056,13.1196,0.115,9.4517490129,3686.5840218662,34,27.5157999389,3739.3094957089,8.4,1.9643730572,8.3178,1.966,97.1522187517,39.1264726535,25.7931336,0.4027337014,0.6592246081,0.2654919664,13.2884679724,43.4517490129,34.2941215026,8.3178,2.0562250533,25.3918671986,3665.7179575146,2.0562250533
1589,374.880816,43.4323,34.295,9.1373,3657.3471,25.4905,99.6229328,99.6229328,13.0189,0.111,9.4405399461,3686.5840218662,34,27.5183064806,3740.0297298391,8.4,1.9643730572,8.3178,1.9158,95.8715365556,38.1552338112,24.94160862,0.3979829174,0.6536877416,0.2601565544,13.2834898504,43.4405399461,34.2734414693,8.3178,2.0498220146,25.3920534714,3667.3877350391,2.0498220146
1590,375.129098,43.2832,34.2131,9.0701,3657.3471,25.4657,98.2990384,98.2990384,13.0378,0.109,9.4217744942,3686.5840218662,34,27.5183064806,3740.0297298391,8.4,1.9643730572,8.3178,1.8874,95.0338627904,37.6481868999,24.60754372,0.3961554944,0.6536182947,0.2589344787,13.2794155555,43.4217744942,34.2463808221,8.3178,2.0444827183,25.3925076512,3663.7027058931,2.0444827183
1591,375.348882,43.2991,34.1428,9.1563,3663.3647,25.4657,104.1493464,104.1493464,13.1438,0.114,9.4039136766,3686.5840218662,34,27.5183064806,3740.0297298391,8.4,1.9569467502,8.3178,2.0129,95.9887320626,39.9544652611,26.45715502,0.4162412025,0.6621826834,0.2756277164,13.2768495761,43.4039136766,34.2263027888,8.3178,2.0411551626,25.3932371228,3658.8974061361,2.0411551626
1592,375.581304,43.5227,34.3359,9.1868,3663.3647,25.2546,102.3732768,102.3732768,13.1161,0.109,9.3913529812,3686.5840218662,34,27.5242076573,3741.8534130411,8.4,1.9569467502,8.3178,1.9748,95.5280846895,39.2731176234,25.90167428,0.4111159326,0.6595268175,0.2711419826,13.2758155879,43.3913529812,34.219513083,8.3178,2.040108151,25.394237465,3657.4721366508,2.040108151
1593,375.858411,43.3529,34.1215,9.2314,3661.8583,25.2546,103.1657488,103.1657488,13.1532,0.114,9.3832637217,3686.5840218662,34,27.5242076573,3741.8534130411,8.4,1.9569467502,8.3178,1.9918,96.0180399067,39.5608566248,26.19854376,0.4120148325,0.6622339857,0.2728502247,13.2760567823,43.3832637217,34.2233691513,8.3178,2.0410913504,25.3954948779,3660.1511129069,2.0410913504
1594,376.048022,43.3003,34.13,9.1703,3661.8583,25.7771,101.3756944,101.3756944,13.1016,0.109,9.3782683712,3686.5840218662,34,27.5242076573,3741.8534130411,8.4,1.9569467502,8.3178,1.9534,97.3194822761,38.8744264259,25.59266544,0.3994516362,0.6583419434,0.2629757664,13.2774009584,43.3782683712,34.23056231,8.3178,2.0436830693,25.3969861104,3663.5360124669,2.0436830693
1595,376.281497,43.3486,34.2424,9.1062,3666.884,25.7771,99.5716552,99.5716552,13.0985,0.113,9.3760690709,3686.5840218662,34,27.5357374819,3742.5207995885,8.4,1.9569467502,8.3178,1.9147,96.6007401178,38.2350370647,25.07969795,0.3958048046,0.6559349716,0.2596222132,13.2798729334,43.3760690709,34.2336630749,8.3178,2.0474613861,25.3986797032,3664.1815108863,2.0474613861
1596,376.530752,43.3804,34.2045,9.1759,3666.884,25.1821,103.0165776,103.0165776,13.0713,0.111,9.3750460802,3686.5840218662,34,27.5357374819,3742.5207995885,8.4,1.9493683127,8.3178,1.9886,95.1344474235,39.5578707104,25.99358718,0.4158101695,0.6571027892,0.2732300222,13.2835316165,43.3750460802,34.228011369,8.3178,2.051954463,25.400542041,3663.1648600789,2.051954463
1597,376.748478,43.5252,34.2278,9.2974,3661.6074,25.1821,102.1122272,102.1122272,13.0573,0.112,9.3727098241,3686.5840218662,34,27.5357374819,3742.5207995885,8.4,1.9493683127,8.3178,1.9692,96.4653591625,39.1541809358,25.71243516,0.4058885104,0.6566970511,0.2665457879,13.2882178919,43.3727098241,34.2143147861,8.3178,2.0565813262,25.4025441041,3663.7863778937,2.0565813262
1598,376.98188,43.4158,34.2742,9.1416,3661.6074,25.4678,101.7439608,101.7439608,13.0679,0.112,9.3696310041,3686.5840218662,34,27.5242649514,3742.7975705051,8.4,1.9493683127,8.3178,1.9613,95.8337969008,39.0129718989,25.63007227,0.4070899115,0.656962826,0.2674429387,13.2934034336,43.3696310041,34.1987502937,8.3178,2.0607476349,25.4046616236,3665.5328970098,2.0607476349
1599,377.264927,43.4262,34.2968,9.1294,3659.852,25.4678,103.4128136,103.4128136,13.0409,0.112,9.3706030751,3686.5840218662,34,27.5242649514,3742.7975705051,8.4,1.9493683127,8.3178,1.9971,95.6986418454,39.6338713389,26.04398139,0.4141529135,0.6571142437,0.2721457785,13.2982282906,43.3706030751,34.1893860462,8.3178,2.064023271,25.4068697701,3664.9023501919,2.064023271
1600,377.452838,43.4427,34.3225,9.1202,3659.852,25.6167,105.599104,105.599104,13.0894,0.11,9.3803656098,3686.5840218662,34,27.5242649514,3742.7975705051,8.4,1.9493683127,8.3178,2.044,96.1556372842,40.4717863845,26.7547336,0.420898738,0.6610712299,0.2782440464,13.301702169,43.3803656098,34.1921605357,8.3178,2.0662638462,25.409139926,3661.6124471015,2.0662638462
1601,377.687426,43.3572,34.1373,9.2199,3659.852,25.6167,105.5711344,105.5711344,13.0896,0.113,9.3985980394,3686.5840218662,34,27.5106509386,3742.842351966,8.4,1.93998944,8.3178,2.0434,97.2665997184,40.461066789,26.74728864,0.4159810963,0.6610623684,0.2749894488,13.302989202,43.3985980394,34.2084620497,8.3178,2.0676820027,25.4114418962,3659.0641604575,2.0676820027
1602,377.963358,43.3382,34.116,9.2222,3659.852,25.312,102.9326688,102.9326688,13.0733,0.114,9.419153693,3686.5840218662,34,27.5106509386,3742.842351966,8.4,1.93998944,8.3178,1.9868,96.134978116,39.4498516167,25.97403244,0.4103589806,0.6584063406,0.2701829547,13.3016812348,43.419153693,34.233484528,8.3178,2.0688653284,25.4137489649,3659.059363338,2.0688653284
1603,378.157219,43.5136,34.3347,9.1789,3659.3508,25.312,99.4038376,99.4038376,13.0562,0.109,9.4334306353,3686.5840218662,34,27.5106509386,3742.842351966,8.4,1.93998944,8.3178,1.9111,95.6582229675,38.0921787245,24.95170382,0.398211231,0.6550348301,0.2608422261,13.2979338165,43.4334306353,34.2564886502,8.3178,2.0706017251,25.4160413593,3660.046869538,2.0706017251
1604,378.386786,43.3792,34.2119,9.1673,3659.3508,25.4122,102.8907144,102.8907144,13.0587,0.116,9.4357408798,3686.5840218662,34,27.5136940687,3741.8723120475,8.4,1.93998944,8.3178,1.9859,95.9086677614,39.4283719487,25.93327233,0.4111033222,0.6577312491,0.2703955016,13.2923746034,43.4357408798,34.2663338425,8.3178,2.073471685,25.4183052459,3660.1997037269,2.073471685
1605,378.639199,43.3627,34.2265,9.1362,3661.3696,25.4122,103.384844,103.384844,13.1092,0.116,9.4271605305,3686.5840218662,34,27.5136940687,3741.8723120475,8.4,1.93998944,8.3178,1.9965,95.5648853233,39.639581942,26.1725178,0.4147923352,0.6602622055,0.2738717021,13.2858622933,43.4271605305,34.2595751884,8.3178,2.0774814074,25.4205286516,3659.6189249934,2.0774814074
1606,378.863113,43.3871,34.2656,9.1215,3661.3696,25.2058,99.3106056,99.3106056,13.0689,0.113,9.4137837302,3686.5840218662,34,27.5136940687,3741.8723120475,8.4,1.9306271143,8.3178,1.9091,94.6275239476,38.0774467135,24.94983699,0.402392931,0.6552392333,0.2636636356,13.2792812224,43.4137837302,34.242471075,8.3178,2.0820517358,25.4226978573,3659.5193334651,2.0820517358
1607,379.099711,43.3492,34.2436,9.1056,3660.1027,25.2058,100.238264,100.238264,13.0145,0.111,9.4012968467,3686.5840218662,34,27.5107815413,3739.8365009036,8.4,1.9306271143,8.3178,1.929,94.453191333,38.4198288329,25.1049705,0.4067605159,0.6534378539,0.2657927185,13.2734257583,43.4012968467,34.2253699128,8.3178,2.0862827321,25.4247948971,3660.3839997289,2.0862827321
1608,379.370814,43.3419,34.1935,9.1484,3660.1027,25.4035,102.988608,102.988608,13.101,0.115,9.3918155896,3686.5840218662,34,27.5107815413,3739.8365009036,8.4,1.9306271143,8.3178,1.988,95.6669820052,39.4739945926,26.044788,0.4126187925,0.659796108,0.2722442734,13.2688747467,43.3918155896,34.2161942126,8.3178,2.0892075662,25.4267946984,3661.2666772931,2.0892075662
1609,379.566334,43.4482,34.2498,9.1984,3661.8627,25.4035,99.842028,99.842028,13.0642,0.117,9.3846033993,3686.5840218662,34,27.5107815413,3739.8365009036,8.4,1.9306271143,8.3178,1.9205,96.2194976681,38.2863590563,25.0897961,0.3979064533,0.6553194589,0.2607558417,13.2658696089,43.3846033993,34.2171627631,8.3178,2.0900005136,25.4286628058,3661.1291798708,2.0900005136
1610,379.807981,43.3242,34.2589,9.0653,3661.8627,25.6768,100.7184088,100.7184088,13.0424,0.108,9.3785137918,3686.5840218662,34,27.5148120388,3736.9406758616,8.4,1.9306271143,8.3178,1.9393,95.7680416145,38.622424245,25.29312632,0.4032913652,0.6548818935,0.2641082129,13.2643279606,43.3785137918,34.2250514555,8.3178,2.088194212,25.4303565844,3660.5093288916,2.088194212
1611,380.08063,43.3779,34.1825,9.1954,3659.1003,25.6768,105.4732408,105.4732408,13.1306,0.115,9.3736475316,3686.5840218662,34,27.5148120388,3736.9406758616,8.4,1.9215402007,8.3178,2.0413,97.2211540801,40.4152455792,26.80349378,0.415704236,0.6632025464,0.2756961078,13.2639721463,43.3736475316,34.2343645102,8.3178,2.0838116925,25.4318311372,3660.642762897,2.0838116925
1612,380.275215,43.425,34.2882,9.1368,3659.1003,25.177,102.7834976,102.7834976,13.0713,0.11,9.370834855,3686.5840218662,34,27.5148120388,3736.9406758616,8.4,1.9215402007,8.3178,1.9836,94.6869654416,39.384589546,25.92823068,0.4159452081,0.658334414,0.2738310448,13.2644720987,43.370834855,34.2407879659,8.3178,2.0773981535,25.4330479675,3661.1793304377,2.0773981535
1613,380.508353,43.3223,34.0329,9.2894,3658.5991,25.177,104.8625712,104.8625712,13.0526,0.113,9.3704588331,3686.5840218662,34,27.5251746321,3735.1888533371,8.4,1.9215402007,8.3178,2.0282,96.3582082331,40.17574538,26.47328332,0.4169415986,0.6589369549,0.2747382273,13.2655675832,43.3704588331,34.2423055849,8.3178,2.0700103253,25.4339811561,3660.6581868664,2.0700103253
1614,380.785115,43.5038,34.3616,9.1422,3658.5991,25.3828,101.9910256,101.9910256,13.0238,0.112,9.372369821,3686.5840218662,34,27.5251746321,3735.1888533371,8.4,1.9215402007,8.3178,1.9666,95.5205718076,39.075577002,25.61260508,0.4090802249,0.6554632598,0.2681370578,13.2670842445,43.372369821,34.2383241353,8.3178,2.0630715352,25.4346164614,3659.1113283841,2.0630715352
1615,380.975376,43.5576,34.4055,9.1521,3657.5976,25.3828,105.8974464,105.8974464,13.0562,0.112,9.3768186639,3686.5840218662,34,27.5251746321,3735.1888533371,8.4,1.9215402007,8.3178,2.0504,95.629880766,40.5611284441,26.77043248,0.4241470147,0.6600021623,0.2799379469,13.2688033069,43.3768186639,34.2297767859,8.3178,2.0580347363,25.4349455275,3658.0606016112,2.0580347363
1616,381.210778,43.3926,34.218,9.1746,3657.5976,25.3914,103.244996,103.244996,13.0213,0.114,9.385715287,3686.5840218662,34,27.5198349391,3736.2753308557,8.4,1.911542711,8.3178,1.9935,95.9107949494,39.5451796652,25.95796155,0.4123120832,0.6564127858,0.2706469232,13.270342161,43.385715287,34.2214462571,8.3178,2.056016449,25.4349615342,3658.0522051386,2.056016449
1617,381.48996,43.3584,34.1832,9.1752,3663.0961,25.3914,99.6369176,99.6369176,13.121,0.117,9.4014707529,3686.5840218662,34,27.5198349391,3736.2753308557,8.4,1.911542711,8.3178,1.9161,95.9174219793,38.2205747398,25.1411481,0.3984737491,0.6577909482,0.2621124253,13.2712041837,43.4014707529,34.2211842723,8.3178,2.0575574419,25.4346586992,3658.3315380635,2.0575574419
1618,381.68388,43.3596,34.2681,9.0915,3663.0961,25.4873,99.9399216,99.9399216,13.3518,0.117,9.4224005908,3686.5840218662,34,27.5198349391,3736.2753308557,8.4,1.911542711,8.3178,1.9226,95.3517272709,38.3368066277,25.67017068,0.4020567611,0.6695959559,0.2692155812,13.2710495095,43.4224005908,34.2328284157,8.3178,2.062468757,25.4340337855,3658.9385272506,2.062468757
1619,381.925447,43.5172,34.2345,9.2827,3707.5549,25.4873,100.541268,100.541268,13.2987,0.109,9.4408042092,3686.5840218662,34,27.5099671098,3737.3348256187,8.4,1.911542711,8.3178,1.9355,97.4715168475,39.0355736741,25.73963385,0.4004818529,0.6593891527,0.2640733897,13.2701944218,43.4408042092,34.2512421914,8.3178,2.06973916,25.4330882051,3662.1824751455,2.06973916
1620,382.170207,43.4726,34.1746,9.298,3707.5549,25.4905,101.7999,101.7999,13.3811,0.114,9.4486054868,3686.5840218662,34,27.5099671098,3737.3348256187,8.4,1.911542711,8.3178,1.9625,97.6534034726,39.5242428857,26.26040875,0.4047400447,0.6644126954,0.268914424,13.2700933506,43.4486054868,34.2663798564,8.3178,2.0776734276,25.4318306084,3672.5463038844,2.0776734276
1621,382.393744,43.4971,34.2082,9.2889,3714.6467,25.4905,99.3805296,99.3805296,13.3581,0.111,9.4449690763,3686.5840218662,34,27.5099671098,3737.3348256187,8.4,1.9151912836,8.3178,1.9106,97.552501239,38.6587171731,25.52198586,0.3962862734,0.6601870865,0.2616230802,13.2733109273,43.4449690763,34.2705459161,8.3178,2.0843436613,25.4302794913,3691.6587940475,2.0843436613
1622,382.626207,43.5417,34.3536,9.1881,3714.6467,25.4745,99.0915104,99.0915104,13.3777,0.108,9.4373035444,3686.5840218662,34,27.5038953752,3736.2852379557,8.4,1.9151912836,8.3178,1.9044,96.3742842889,38.5462896024,25.47649188,0.3999644707,0.6609324047,0.2643494794,13.2828258645,43.4373035444,34.2619897315,8.3178,2.088120578,25.4284648897,3711.2640561216,2.088120578
1623,382.899256,43.461,34.4092,9.0518,3708.3134,25.4745,100.8256256,100.8256256,13.3006,0.117,9.4354095304,3686.5840218662,34,27.5038953752,3736.2852379557,8.4,1.9151912836,8.3178,1.9416,94.863917046,39.153985291,25.82444496,0.4127384417,0.6595610835,0.2722262138,13.3010252218,43.4354095304,34.2456855355,8.3178,2.0880013722,25.4264286555,3719.4852895283,2.0880013722
1624,383.092744,43.4983,34.2027,9.2956,3708.3134,25.263,102.825452,102.825452,13.4116,0.116,9.4448408905,3686.5840218662,34,27.5038953752,3736.2852379557,8.4,1.9151912836,8.3178,1.9845,96.7554831655,39.9305852177,26.6153202,0.4126958381,0.6665396977,0.2750781592,13.328839274,43.4448408905,34.2322352732,8.3178,2.0837199874,25.4242231424,3715.4638004155,2.0837199874
1625,383.33444,43.3242,34.1654,9.1588,3710.0073,25.263,97.6557376,97.6557376,13.3345,0.117,9.4636485611,3686.5840218662,34,27.4701574167,3738.4874665394,8.4,1.9151912836,8.3178,1.8736,95.2521610274,37.940333691,24.9835192,0.3983146763,0.658494978,0.262288214,13.3653382629,43.4636485611,34.2319730604,8.3178,2.0757645167,25.4219077294,3708.8155316253,2.0757645167
1626,383.616392,43.3853,34.218,9.1673,3710.0073,25.5947,98.0519736,98.0519736,13.4048,0.109,9.4830961346,3686.5840218662,34,27.4701574167,3738.4874665394,8.4,1.9291444557,8.3178,1.8821,96.5974444854,38.0942757576,25.22917408,0.3943611134,0.6622825498,0.2611784837,13.4079223764,43.4830961346,34.2462263541,8.3178,2.0652503603,25.4195432744,3706.7901879206,2.0652503603
1627,383.805795,43.45,34.3365,9.1135,3719.729,25.5947,98.7651984,98.7651984,13.3749,0.115,9.4919299758,3686.5840218662,34,27.4701574167,3738.4874665394,8.4,1.9291444557,8.3178,1.8974,95.9984630632,38.4719197869,25.37753526,0.4007555804,0.659637871,0.2643535579,13.452954532,43.4919299758,34.2652646405,8.3178,2.0535515224,25.4171873751,3709.1108503793,2.0535515224
1628,384.038842,43.5074,34.2717,9.2357,3719.729,25.146,100.1030776,100.1030776,13.3463,0.111,9.4832586744,3686.5840218662,34,27.4598873853,3745.2487147317,8.4,1.9291444557,8.3178,1.9261,95.652177191,38.9930626804,25.70630843,0.4076547322,0.6592533816,0.2687477607,13.4965375213,43.4832586744,34.2768870025,8.3178,2.041879504,25.4148934005,3712.8509667539,2.041879504
1629,384.31543,43.5233,34.3732,9.1501,3714.1394,25.146,102.6716192,102.6716192,13.3521,0.114,9.4602760639,3686.5840218662,34,27.4598873853,3745.2487147317,8.4,1.9291444557,8.3178,1.9812,94.7158584645,39.9334864387,26.45318052,0.4216135195,0.6624310292,0.2792898776,13.5351817756,43.4602760639,34.2766841635,8.3178,2.0311146702,25.4127107861,3716.5535419127,2.0311146702
1630,384.509933,43.5203,34.2314,9.2889,3714.1394,25.4105,98.9936168,98.9936168,13.3733,0.111,9.4355488455,3686.5840218662,34,27.4598873853,3745.2487147317,8.4,1.9291444557,8.3178,1.9023,97.2463401162,38.5029503265,25.44002859,0.3959321274,0.6607293305,0.2616039695,13.5662428225,43.4355488455,34.2699778812,8.3178,2.021913092,25.410681724,3718.7803008302,2.021913092
1631,384.745114,43.4494,34.2351,9.2143,3718.2028,25.4105,101.8371928,101.8371928,13.4037,0.113,9.4233452909,3686.5840218662,34,27.4739812516,3754.206625344,8.4,1.9421279356,8.3178,1.9633,96.4217595944,39.6522750749,26.31548421,0.4112378289,0.6636563516,0.2729205972,13.5881760169,43.4233452909,34.265487585,8.3178,2.0148431442,25.408835489,3717.7898682284,2.0148431442
1632,385.020202,43.381,34.3029,9.0781,3718.2028,25.2263,96.5509384,96.5509384,13.3543,0.116,9.430463066,3686.5840218662,34,27.4739812516,3754.206625344,8.4,1.9421279356,8.3178,1.8499,94.2282466741,37.5939699722,24.70411957,0.3989670964,0.6571298426,0.2621731852,13.6006778523,43.430463066,34.2677117145,8.3178,2.0103506417,25.4071856761,3715.2121690204,2.0103506417
1633,385.214496,43.4366,34.2388,9.1978,3717.7375,25.2263,101.2917856,101.2917856,13.3674,0.117,9.4518628523,3686.5840218662,34,27.4739812516,3754.206625344,8.4,1.9421279356,8.3178,1.9516,95.5417426305,39.4349747088,26.08781784,0.4127512606,0.6615401185,0.2730515178,13.6046447864,43.4518628523,34.274523446,8.3178,2.0085812809,25.4057310013,3715.0531810645,2.0085812809
1634,385.456054,43.4011,34.2363,9.1648,3717.7375,25.5147,101.823208,101.823208,13.3657,0.117,9.4740933333,3686.5840218662,34,27.4761485307,3763.3441119314,8.4,1.9421279356,8.3178,1.963,96.2677682517,39.6418683753,26.2368691,0.4117875494,0.66184744,0.2725405354,13.6018745567,43.4740933333,34.2805838264,8.3178,2.0092577283,25.4044565351,3717.6005827242,2.0092577283
1635,385.708866,43.4586,34.1618,9.2968,3714.9909,25.5147,98.1079128,98.1079128,13.3899,0.115,9.4840923186,3686.5840218662,34,27.4761485307,3763.3441119314,8.4,1.9421279356,8.3178,1.8833,97.7327945849,38.1672094473,25.21719867,0.3905261239,0.6607032328,0.2580218726,13.5946179305,43.4840923186,34.2814558065,8.3178,2.0117701271,25.403335389,3719.1735681682,2.0117701271
1636,385.932549,43.2936,34.13,9.1636,3714.9909,25.4053,100.704424,100.704424,13.4094,0.11,9.4765913893,3686.5840218662,34,27.4761485307,3763.3441119314,8.4,1.9529922612,8.3178,1.939,95.8417372839,39.177337825,26.0008266,0.4087711569,0.6636700716,0.2712891829,13.5851811461,43.4765913893,34.2747134222,8.3178,2.0153910824,25.402333247,3717.8685062619,2.0153910824
1637,386.165021,43.4164,34.2846,9.1318,3721.5112,25.4053,103.4267984,103.4267984,13.3833,0.114,9.4549096152,3686.5840218662,34,27.4866821788,3769.4471649579,8.4,1.9529922612,8.3178,1.9974,95.4903124233,40.3070513874,26.73180342,0.422106184,0.6632041417,0.2799425695,13.5756670134,43.4549096152,34.2595217069,8.3178,2.0194292789,25.4014148554,3715.7024759919,2.0194292789
1638,386.440343,43.5441,34.152,9.3921,3721.5112,25.3568,97.7256616,97.7256616,13.3572,0.112,9.4269634716,3686.5840218662,34,27.4866821788,3769.4471649579,8.4,1.9529922612,8.3178,1.8751,98.1791253742,38.0852286343,25.04608572,0.3879157457,0.657632542,0.2551060179,13.567792881,43.4269634716,34.2373946868,8.3178,2.0233350803,25.4005489461,3715.70607434,2.0233350803
1639,386.631605,43.3266,34.1972,9.1294,3709.5783,25.3568,100.7323936,100.7323936,13.3623,0.113,9.4019084096,3686.5840218662,34,27.4866821788,3769.4471649579,8.4,1.9529922612,8.3178,1.9396,95.2815445992,39.1311231809,25.91751708,0.4106894294,0.6623248957,0.2720098335,13.5627021511,43.4019084096,34.21317133,8.3178,2.0267788103,25.3997100491,3718.2335765029,2.0267788103
1640,386.868976,43.3217,34.1147,9.207,3709.5783,25.4452,99.2966208,99.2966208,13.3509,0.111,9.3874995125,3686.5840218662,34,27.4940599328,3772.8709918118,8.4,1.9529922612,8.3178,1.9088,96.4726312504,38.5733740767,25.48419792,0.3998374832,0.6606681041,0.264159872,13.5608046442,43.3874995125,34.1930346328,8.3178,2.0295991689,25.3988782783,3719.4532607604,2.0295991689
1641,387.180173,43.4213,34.3267,9.0946,3715.916,25.4452,98.163852,98.163852,13.4151,0.113,9.3858192064,3686.5840218662,34,27.4940599328,3772.8709918118,8.4,1.96370673,8.3178,1.8845,95.228537199,38.198481384,25.28075595,0.4011243111,0.6618262044,0.2654745803,13.5617771483,43.3858192064,34.1807354269,8.3178,2.0316689155,25.3980388108,3715.837179159,2.0316689155
