,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
,,,,,,,,,,,,,,,,,,3.7929091276,,,,,,,,,,,2.1703537354,,2864.3642900512,2564.3642900512
,,,,,,,,,,,,,,,,,,3.7929091276,,,,,,,,,,,2.1667812325,,2860.112819991,2560.112819991
,,,,,,,,,,,,,,,,,,3.8257929026,,,,,,,,,,,2.1654167782,,2855.1273643851,2555.1273643851
,,,,,,,,,,,,,,,,,,3.8257929026,,,,,,,,,,,2.1665933365,,2851.7435119378,2551.7435119378
,,,,,,,,,,,,,,,,,,3.8257929026,,,,,,,,,,,2.1701229559,,2851.7687886312,2551.7687886312
,,,,,,,,,,,,,,,,,,3.8593715188,,,,,,,,,,,2.1753792158,,2853.6700509505,2553.6700509505
,,,,,,,,,,,,,,,,,,3.8593715188,,,,,,,,,,,2.1814402426,,2854.2219645317,2554.2219645317
,,,,,,,,,,,,,,,,,,3.8593715188,,,,,,,,,,,2.1872611732,,2852.9937958284,2552.9937958284
,,,,,,,,,,,,,,,,,,3.89625271,,,,,,,,,,,2.1920065239,,2852.1243988007,2552.1243988007
,,,,,,,,,,,,,,,,,,3.89625271,,,,,,,,,,,2.1953814142,,2852.1818413542,2552.1818413542
,,,,,,,,,,,,,,,,,,3.89625271,,,,,,,,,,,2.1976245241,,2851.7724327067,2551.7724327067
,,,,,,,,,,,,,,,,,,3.939215794,,,,,,,,,,,2.1992029724,,2851.1233130493,2551.1233130493
,,,,,,,,,,,,,,,,,,3.939215794,,,,,,,,,,,2.2005446105,,2852.1198114103,2552.1198114103
,,,,,,,,,,,,,,,,,,3.939215794,,,,,,,,,,,2.2019583879,,2854.3221736838,2554.3221736838
,,,,,,,,,,,,,,,,,,3.9860185469,,,,,,,,,,,2.2036483376,,2854.7426883524,2554.7426883524
,,,,,,,,,,,,,,,,,,3.9860185469,,,,,,,,,,,2.2057283893,,2851.8378305893,2551.8378305893
,,,,,,,,,,,,,,,,,,3.9860185469,,,,,,,,,,,2.2082397061,,2846.3837765876,2546.3837765876
,,,,,,,,,,,,,,,,,,4.0320164874,,,,,,,,,,,2.2111386659,,2838.4171662842,2538.4171662842
,,,,,,,,,,,,,,,,,,4.0320164874,,,,,,,,,,,2.2142173938,,2827.4169489743,2527.4169489743
,,,,,,,,,,,,,,,,,,4.0320164874,,,,,,,,,,,2.2171043725,,2816.4042471591,2516.4042471591
,,,,,,,,,,,,,,,,,,4.072596218,,,,,,,,,,,2.2194295359,,2811.3787654871,2511.3787654871
,,,,,,,,,,,,,,,,,,4.072596218,,,,,,,,,,,2.2209310178,,2816.0256819318,2516.0256819318
,,,,,,,,,,,,,,,,,,4.072596218,,,,,,,,,,,2.2214153344,,2828.7742231365,2528.7742231365
,,,,,,,,,,,,,,,,,,4.1053104038,,,,,,,,,,,2.2207776368,,2843.5474896829,2543.5474896829
,,,,,,,,,,,,,,,,,,4.1053104038,,,,,,,,,,,2.2191106008,,2854.0335427451,2554.0335427451
,,,,,,,,,,,,,,,,,,4.1053104038,,,,,,,,,,,2.2167035147,,2858.0551525177,2558.0551525177
,,,,,,,,,,,,,,,,,,4.1334203834,,,,,,,,,,,2.2138814462,,2857.4383767844,2557.4383767844
,,,,,,,,,,,,,,,,,,4.1334203834,,,,,,,,,,,2.2108268824,,2855.6467756211,2555.6467756211
,,,,,,,,,,,,,,,,,,4.1334203834,,,,,,,,,,,2.2075170625,,2855.1322354085,2555.1322354085
,,,,,,,,,,,,,,,,,,4.1627816827,,,,,,,,,,,2.203817769,,2855.2736776575,2555.2736776575
,,,,,,,,,,,,,,,,,,4.1627816827,,,,,,,,,,,2.1996680896,,2854.0171472765,2554.0171472765
,,,,,,,,,,,,,,,,,,4.1627816827,,,,,,,,,,,2.1952218229,,2851.3218240049,2551.3218240049
,,,,,,,,,,,,,,,,,,4.1965163746,,,,,,,,,,,2.1908316816,,2849.9896296427,2549.9896296427
,,,,,,,,,,,,,,,,,,4.1965163746,,,,,,,,,,,2.1868505038,,2854.3315036449,2554.3315036449
,,,,,,,,,,,,,,,,,,4.1965163746,,,,,,,,,,,2.183385478,,2866.88879049,2566.88879049
,,,,,,,,,,,,,,,,,,4.2348076244,,,,,,,,,,,2.1802517613,,2884.984565058,2584.984565058
,,,,,,,,,,,,,,,,,,4.2348076244,,,,,,,,,,,2.1772201857,,2902.1408421298,2602.1408421298
,,,,,,,,,,,,,,,,,,4.2348076244,,,,,,,,,,,2.1743134354,,2912.212369247,2612.212369247
,,,,,,,,,,,,,,,,,,4.2723363123,,,,,,,,,,,2.1718110869,,2913.4836060482,2613.4836060482
,,,,,,,,,,,,,,,,,,4.2723363123,,,,,,,,,,,2.1699733837,,2911.7176478416,2611.7176478416
,,,,,,,,,,,,,,,,,,4.2723363123,,,,,,,,,,,2.1687939209,,2914.1991147922,2614.1991147922
,,,,,,,,,,,,,,,,,,4.3065036945,,,,,,,,,,,2.1679649872,,2919.1104184095,2619.1104184095
,,,,,,,,,,,,,,,,,,4.3065036945,,,,,,,,,,,2.166990148,,2919.1382736144,2619.1382736144
,,,,,,,,,,,,,,,,,,4.3065036945,,,,,,,,,,,2.1653524823,,2915.1221493173,2615.1221493173
,,,,,,,,,,,,,,,,,,4.3365864631,,,,,,,,,,,2.1627317561,,2914.5475476107,2614.5475476107
,,,,,,,,,,,,,,,,,,4.3365864631,,,,,,,,,,,2.1592015345,,2916.8730294662,2616.8730294662
,,,,,,,,,,,,,,,,,,4.3365864631,,,,,,,,,,,2.1552313232,,2914.4131894271,2614.4131894271
,,,,,,,,,,,,,,,,,,4.3648216444,,,,,,,,,,,2.1514314207,,2908.412801579,2608.412801579
,,,,,,,,,,,,,,,,,,4.3648216444,,,,,,,,,,,2.1482261112,,2908.5494690686,2608.5494690686
,,,,,,,,,,,,,,,,,,4.3648216444,,,,,,,,,,,2.1457133185,,2915.43581134,2615.43581134
,,,,,,,,,,,,,,,,,,4.3943355755,,,,,,,,,,,2.143755266,,2919.3985100395,2619.3985100395
,,,,,,,,,,,,,,,,,,4.3943355755,,,,,,,,,,,2.1421460759,,2917.0874608572,2617.0874608572
,,,,,,,,,,,,,,,,,,4.3943355755,,,,,,,,,,,2.1407642858,,2915.3080252054,2615.3080252054
,,,,,,,,,,,,,,,,,,4.426708572,,,,,,,,,,,2.1396822087,,2918.514913769,2618.514913769
,,,,,,,,,,,,,,,,,,4.426708572,,,,,,,,,,,2.1391795817,,2923.8426382947,2623.8426382947
,,,,,,,,,,,,,,,,,,4.426708572,,,,,,,,,,,2.1396950374,,2928.9508427175,2628.9508427175
,,,,,,,,,,,,,,,,,,4.4576119264,,,,,,,,,,,2.1417511153,,2935.7631383764,2635.7631383764
,,,,,,,,,,,,,,,,,,4.4576119264,,,,,,,,,,,2.1457477948,,2944.8664131009,2644.8664131009
,,,,,,,,,,,,,,,,,,4.4576119264,,,,,,,,,,,2.1516279924,,2952.5703437182,2652.5703437182
,,,,,,,,,,,,,,,,,,4.4810172108,,,,,,,,,,,2.1586968982,,2954.7913478793,2654.7913478793
,,,,,,,,,,,,,,,,,,4.4810172108,,,,,,,,,,,2.1658180445,,2951.684015835,2651.684015835
,,,,,,,,,,,,,,,,,,4.4810172108,,,,,,,,,,,2.1718276148,,2948.7969131969,2648.7969131969
,,,,,,,,,,,,,,,,,,4.4929382996,,,,,,,,,,,2.175814387,,2951.3234577398,2651.3234577398
,,,,,,,,,,,,,,,,,,4.4929382996,,,,,,,,,,,2.1771555612,,2956.5916298876,2656.5916298876
,,,,,,,,,,,,,,,,,,4.4929382996,,,,,,,,,,,2.1755485529,,2957.5241883088,2657.5241883088
,,,,,,,,,,,,,,,,,,4.495655066,,,,,,,,,,,2.1712138997,,2952.6677336053,2652.6677336053
,,,,,,,,,,,,,,,,,,4.495655066,,,,,,,,,,,2.1650418727,,2947.0961275051,2647.0961275051
,,,,,,,,,,,,,,,,,,4.495655066,,,,,,,,,,,2.158383074,,2945.4088479869,2645.4088479869
,,,,,,,,,,,,,,,,,,4.4938360909,,,,,,,,,,,2.1525800883,,2947.6179494461,2647.6179494461
,,,,,,,,,,,,,,,,,,4.4938360909,,,,,,,,,,,2.1485908825,,2950.3459764443,2650.3459764443
,,,,,,,,,,,,,,,,,,4.4938360909,,,,,,,,,,,2.1468692002,,2950.8934513036,2650.8934513036
,,,,,,,,,,,,,,,,,,4.4906852413,,,,,,,,,,,2.1474129707,,2950.1262379917,2650.1262379917
,,,,,,,,,,,,,,,,,,4.4906852413,,,,,,,,,,,2.1498712693,,2950.271935042,2650.271935042
,,,,,,,,,,,,,,,,,,4.4906852413,,,,,,,,,,,2.1536672368,,2950.846093096,2650.846093096
,,,,,,,,,,,,,,,,,,4.4868420559,,,,,,,,,,,2.1581038807,,2949.7954367596,2649.7954367596
,,,,,,,,,,,,,,,,,,4.4868420559,,,,,,,,,,,2.1624472093,,2948.1437293121,2648.1437293121
,,,,,,,,,,,,,,,,,,4.4868420559,,,,,,,,,,,2.1659992646,,2949.0799733629,2649.0799733629
,,,,,,,,,,,,,,,,,,4.4838410781,,,,,,,,,,,2.1681459603,,2952.355167429,2652.355167429
,,,,,,,,,,,,,,,,,,4.4838410781,,,,,,,,,,,2.1684020154,,2954.5522181963,2654.5522181963
,,,,,,,,,,,,,,,,,,4.4838410781,,,,,,,,,,,2.1664910596,,2954.9356785012,2654.9356785012
,,,,,,,,,,,,,,,,,,4.4817194881,,,,,,,,,,,2.1624068962,,2955.6918251914,2655.6918251914
,,,,,,,,,,,,,,,,,,4.4817194881,,,,,,,,,,,2.1564312448,,2956.2264428506,2656.2264428506
,,,,,,,,,,,,,,,,,,4.4817194881,,,,,,,,,,,2.1491780431,,2953.7462910023,2653.7462910023
,,,,,,,,,,,,,,,,,,4.4795991061,,,,,,,,,,,2.141606397,,2950.44155953,2650.44155953
,,,,,,,,,,,,,,,,,,4.4795991061,,,,,,,,,,,2.1348278214,,2951.5839072905,2651.5839072905
,,,,,,,,,,,,,,,,,,4.4795991061,,,,,,,,,,,2.1297155045,,2955.0566192331,2655.0566192331
,,,,,,,,,,,,,,,,,,4.4780676626,,,,,,,,,,,2.1265673402,,2953.6535921101,2653.6535921101
,,,,,,,,,,,,,,,,,,4.4780676626,,,,,,,,,,,2.1250633465,,2948.9543115231,2648.9543115231
,,,,,,,,,,,,,,,,,,4.4780676626,,,,,,,,,,,2.1245108765,,2949.5438559433,2649.5438559433
,,,,,,,,,,,,,,,,,,4.4762749978,,,,,,,,,,,2.124205485,,2954.6019996642,2654.6019996642
,,,,,,,,,,,,,,,,,,4.4762749978,,,,,,,,,,,2.1237415907,,2953.8773232902,2653.8773232902
,,,,,,,,,,,,,,,,,,4.4762749978,,,,,,,,,,,2.1231351802,,2944.2144101796,2644.2144101796
,,,,,,,,,,,,,,,,,,4.469865744,,,,,,,,,,,2.1227599047,,2931.8960433632,2631.8960433632
,,,,,,,,,,,,,,,,,,4.469865744,,,,,,,,,,,2.1232412333,,2918.6361278475,2618.6361278475
,,,,,,,,,,,,,,,,,,4.469865744,,,,,,,,,,,2.1253334961,,2899.9179979574,2599.9179979574
,,,,,,,,,,,,,,,,,,4.4545742617,,,,,,,,,,,2.1296812329,,2878.7728496244,2578.7728496244
,,,,,,,,,,,,,,,,,,4.4545742617,,,,,,,,,,,2.1365325708,,2866.3129191414,2566.3129191414
,,,,,,,,,,,,,,,,,,4.4545742617,,,,,,,,,,,2.1456165682,,2866.5947866453,2566.5947866453
,,,,,,,,,,,,,,,,,,4.4313503807,,,,,,,,,,,2.1562103436,,2872.535648845,2572.535648845
,,,,,,,,,,,,,,,,,,4.4313503807,,,,,,,,,,,2.1672664044,,2876.2574395733,2576.2574395733
,,,,,,,,,,,,,,,,,,4.4313503807,,,,,,,,,,,2.177596937,,2876.246205408,2576.246205408
,,,,,,,,,,,,,,,,,,4.4037963835,,,,,,,,,,,2.186125324,,2875.180277734,2575.180277734
,,,,,,,,,,,,,,,,,,4.4037963835,,,,,,,,,,,2.1920846756,,2875.1106893894,2575.1106893894
,,,,,,,,,,,,,,,,,,4.4037963835,,,,,,,,,,,2.1951123735,,2876.4442999121,2576.4442999121
,,,,,,,,,,,,,,,,,,4.3749320653,,,,,,,,,,,2.195274943,,2879.4591967117,2579.4591967117
,,,,,,,,,,,,,,,,,,4.3749320653,,,,,,,,,,,2.1929801303,,2884.5597438108,2584.5597438108
,,,,,,,,,,,,,,,,,,4.3749320653,,,,,,,,,,,2.1887900933,,2891.0461822124,2591.0461822124
,,,,,,,,,,,,,,,,,,4.3499294161,,,,,,,,,,,2.1833152135,,2896.1959986826,2596.1959986826
,,,,,,,,,,,,,,,,,,4.3499294161,,,,,,,,,,,2.1772259979,,2897.5713524065,2597.5713524065
,,,,,,,,,,,,,,,,,,4.3499294161,,,,,,,,,,,2.1711791506,,2896.7781267559,2596.7781267559
,,,,,,,,,,,,,,,,,,4.3355288983,,,,,,,,,,,2.1656715315,,2897.386577681,2597.386577681
,,,,,,,,,,,,,,,,,,4.3355288983,,,,,,,,,,,2.1610773901,,2898.9828551737,2598.9828551737
,,,,,,,,,,,,,,,,,,4.3355288983,,,,,,,,,,,2.1578220066,,2898.1002621983,2598.1002621983
,,,,,,,,,,,,,,,,,,4.3315738285,,,,,,,,,,,2.1564361915,,2894.7827228561,2594.7827228561
,,,,,,,,,,,,,,,,,,4.3315738285,,,,,,,,,,,2.1574660166,,2892.851107023,2592.851107023
,,,,,,,,,,,,,,,,,,4.3315738285,,,,,,,,,,,2.1612932227,,2893.9331322236,2593.9331322236
,,,,,,,,,,,,,,,,,,4.3335476941,,,,,,,,,,,2.1678847545,,2895.9198230517,2595.9198230517
,,,,,,,,,,,,,,,,,,4.3335476941,,,,,,,,,,,2.1766542403,,2897.014892094,2597.014892094
,,,,,,,,,,,,,,,,,,4.3335476941,,,,,,,,,,,2.1866022964,,2897.4069815575,2597.4069815575
,,,,,,,,,,,,,,,,,,4.3372266441,,,,,,,,,,,2.1965849399,,2896.6906797351,2596.6906797351
,,,,,,,,,,,,,,,,,,4.3372266441,,,,,,,,,,,2.2054990874,,2893.8843422142,2593.8843422142
,,,,,,,,,,,,,,,,,,4.3372266441,,,,,,,,,,,2.212459545,,2891.2831657488,2591.2831657488
,,,,,,,,,,,,,,,,,,4.3394423567,,,,,,,,,,,2.2170437901,,2892.5673004305,2592.5673004305
,,,,,,,,,,,,,,,,,,4.3394423567,,,,,,,,,,,2.2193626283,,2895.5023214302,2595.5023214302
,,,,,,,,,,,,,,,,,,4.3394423567,,,,,,,,,,,2.2198183678,,2894.2247322095,2594.2247322095
,,,,,,,,,,,,,,,,,,4.3409412846,,,,,,,,,,,2.2188388246,,2889.7417706842,2589.7417706842
,,,,,,,,,,,,,,,,,,4.3409412846,,,,,,,,,,,2.2168424229,,2889.0837793919,2589.0837793919
,,,,,,,,,,,,,,,,,,4.3409412846,,,,,,,,,,,2.2143248464,,2893.9984898151,2593.9984898151
,,,,,,,,,,,,,,,,,,4.3445816207,,,,,,,,,,,2.2118511413,,2898.6841074011,2598.6841074011
,,,,,,,,,,,,,,,,,,4.3445816207,,,,,,,,,,,2.2098923279,,2897.7631391379,2597.7631391379
,,,,,,,,,,,,,,,,,,4.3445816207,,,,,,,,,,,2.2086153995,,2891.3022096375,2591.3022096375
,,,,,,,,,,,,,,,,,,4.3510090071,,,,,,,,,,,2.2078089517,,2882.9918796769,2582.9918796769
,,,,,,,,,,,,,,,,,,4.3510090071,,,,,,,,,,,2.2070064011,,2875.9424221122,2575.9424221122
,,,,,,,,,,,,,,,,,,4.3510090071,,,,,,,,,,,2.2056599034,,2870.9081256239,2570.9081256239
,,,,,,,,,,,,,,,,,,4.3605557321,,,,,,,,,,,2.2032592157,,2867.3510350486,2567.3510350486
,,,,,,,,,,,,,,,,,,4.3605557321,,,,,,,,,,,2.1994824733,,2864.3307503957,2564.3307503957
,,,,,,,,,,,,,,,,,,4.3605557321,,,,,,,,,,,2.1943850235,,2861.1824037645,2561.1824037645
,,,,,,,,,,,,,,,,,,4.3752524675,,,,,,,,,,,2.1884757628,,2858.6017988819,2558.6017988819
,,,,,,,,,,,,,,,,,,4.3752524675,,,,,,,,,,,2.1826461075,,2857.7221436129,2557.7221436129
,,,,,,,,,,,,,,,,,,4.3752524675,,,,,,,,,,,2.1779765876,,2857.6926340579,2557.6926340579
,,,,,,,,,,,,,,,,,,4.3991332717,,,,,,,,,,,2.1753950416,,2856.3962360733,2556.3962360733
,,,,,,,,,,,,,,,,,,4.3991332717,,,,,,,,,,,2.1753310301,,2853.6826528578,2553.6826528578
,,,,,,,,,,,,,,,,,,4.3991332717,,,,,,,,,,,2.177592768,,2851.4690966981,2551.4690966981
,,,,,,,,,,,,,,,,,,4.4331304916,,,,,,,,,,,2.1815056231,,2850.868942474,2550.868942474
,,,,,,,,,,,,,,,,,,4.4331304916,,,,,,,,,,,2.1862209678,,2851.1589883499,2551.1589883499
,,,,,,,,,,,,,,,,,,4.4331304916,,,,,,,,,,,2.1910066933,,2851.2377874574,2551.2377874574
,,,,,,,,,,,,,,,,,,4.4730523111,,,,,,,,,,,2.1953233594,,2851.1956782108,2551.1956782108
,,,,,,,,,,,,,,,,,,4.4730523111,,,,,,,,,,,2.1987366965,,2852.6615535176,2552.6615535176
,,,,,,,,,,,,,,,,,,4.4730523111,,,,,,,,,,,2.2008862499,,2856.8815980164,2556.8815980164
,,,,,,,,,,,,,,,,,,4.5149198756,,,,,,,,,,,2.2015903249,,2862.2399794119,2562.2399794119
,,,,,,,,,,,,,,,,,,4.5149198756,,,,,,,,,,,2.2009559256,,2865.4878212215,2565.4878212215
,,,,,,,,,,,,,,,,,,4.5149198756,,,,,,,,,,,2.1993684853,,2865.1811308754,2565.1811308754
,,,,,,,,,,,,,,,,,,4.5575089777,,,,,,,,,,,2.1973930544,,2861.9187190332,2561.9187190332
,,,,,,,,,,,,,,,,,,4.5575089777,,,,,,,,,,,2.195618047,,2855.8467265096,2555.8467265096
,,,,,,,,,,,,,,,,,,4.5575089777,,,,,,,,,,,2.1944260318,,2847.0992576054,2547.0992576054
,,,,,,,,,,,,,,,,,,4.5994518373,,,,,,,,,,,2.1938203484,,2839.2047876413,2539.2047876413
,,,,,,,,,,,,,,,,,,4.5994518373,,,,,,,,,,,2.1934751478,,2837.1992161918,2537.1992161918
,,,,,,,,,,,,,,,,,,4.5994518373,,,,,,,,,,,2.1929528665,,2841.2042549704,2541.2042549704
,,,,,,,,,,,,,,,,,,4.6381041456,,,,,,,,,,,2.1919034351,,2846.4848275992,2546.4848275992
,,,,,,,,,,,,,,,,,,4.6381041456,,,,,,,,,,,2.1901622055,,2849.405237565,2549.405237565
,,,,,,,,,,,,,,,,,,4.6381041456,,,,,,,,,,,2.1877844244,,2850.2984037508,2550.2984037508
,,,,,,,,,,,,,,,,,,4.6779875332,,,,,,,,,,,2.185047983,,2851.746575031,2551.746575031
,,,,,,,,,,,,,,,,,,4.6779875332,,,,,,,,,,,2.1824035583,,2854.9532257067,2554.9532257067
,,,,,,,,,,,,,,,,,,4.6779875332,,,,,,,,,,,2.1803938184,,2857.4060599896,2557.4060599896
,,,,,,,,,,,,,,,,,,4.7206089615,,,,,,,,,,,2.1795835502,,2855.9126586245,2555.9126586245
,,,,,,,,,,,,,,,,,,4.7206089615,,,,,,,,,,,2.1804384869,,2851.7338948843,2551.7338948843
,,,,,,,,,,,,,,,,,,4.7206089615,,,,,,,,,,,2.1831263652,,2848.8766216658,2548.8766216658
,,,,,,,,,,,,,,,,,,4.7689506138,,,,,,,,,,,2.1873950836,,2847.8175337897,2547.8175337897
,,,,,,,,,,,,,,,,,,4.7689506138,,,,,,,,,,,2.1926264231,,2845.7030645377,2545.7030645377
,,,,,,,,,,,,,,,,,,4.7689506138,,,,,,,,,,,2.1979477742,,2842.2265820038,2542.2265820038
,,,,,,,,,,,,,,,,,,4.8187719941,,,,,,,,,,,2.2023131888,,2840.5075293004,2540.5075293004
,,,,,,,,,,,,,,,,,,4.8187719941,,,,,,,,,,,2.204661135,,2842.4227734932,2542.4227734932
,,,,,,,,,,,,,,,,,,4.8187719941,,,,,,,,,,,2.2042207717,,2846.3657614727,2546.3657614727
,,,,,,,,,,,,,,,,,,4.8651616417,,,,,,,,,,,2.2008069458,,2849.1755438509,2549.1755438509
,,,,,,,,,,,,,,,,,,4.8651616417,,,,,,,,,,,2.1949180283,,2849.1881130929,2549.1881130929
,,,,,,,,,,,,,,,,,,4.8651616417,,,,,,,,,,,2.1876096309,,2847.6958070027,2547.6958070027
,,,,,,,,,,,,,,,,,,4.9056838639,,,,,,,,,,,2.1801733501,,2848.6616434363,2548.6616434363
,,,,,,,,,,,,,,,,,,4.9056838639,,,,,,,,,,,2.1736841006,,2858.5496828024,2558.5496828024
,,,,,,,,,,,,,,,,,,4.9056838639,,,,,,,,,,,2.1686079767,,2880.6804050201,2580.6804050201
,,,,,,,,,,,,,,,,,,4.9415797646,,,,,,,,,,,2.1646903081,,2906.0518487804,2606.0518487804
,,,,,,,,,,,,,,,,,,4.9415797646,,,,,,,,,,,2.1611828613,,2920.0114428355,2620.0114428355
,,,,,,,,,,,,,,,,,,4.9415797646,,,,,,,,,,,2.1572892918,,2919.7084769221,2619.7084769221
,,,,,,,,,,,,,,,,,,4.9752969385,,,,,,,,,,,2.1526081585,,2915.0385716586,2615.0385716586
,,,,,,,,,,,,,,,,,,4.9752969385,,,,,,,,,,,2.1473704441,,2915.3482410294,2615.3482410294
,,,,,,,,,,,,,,,,,,4.9752969385,,,,,,,,,,,2.1423944705,,2921.961203969,2621.961203969
,,,,,,,,,,,,,,,,,,5.0121896932,,,,,,,,,,,2.138780624,,2930.6752021458,2630.6752021458
,,,,,,,,,,,,,,,,,,5.0121896932,,,,,,,,,,,2.1374457917,,2938.883086327,2638.883086327
,,,,,,,,,,,,,,,,,,5.0121896932,,,,,,,,,,,2.1387230076,,2950.0739810865,2650.0739810865
,,,,,,,,,,,,,,,,,,5.053172061,,,,,,,,,,,2.1422802589,,2967.6714640949,2667.6714640949
,,,,,,,,,,,,,,,,,,5.053172061,,,,,,,,,,,2.1473809838,,2984.8606379263,2684.8606379263
,,,,,,,,,,,,,,,,,,5.053172061,,,,,,,,,,,2.1532047306,,2990.5092123872,2690.5092123872
,,,,,,,,,,,,,,,,,,5.094171298,,,,,,,,,,,2.158974648,,2985.5247891802,2685.5247891802
,,,,,,,,,,,,,,,,,,5.094171298,,,,,,,,,,,2.1639538627,,2981.1925467678,2681.1925467678
,,,,,,,,,,,,,,,,,,5.094171298,,,,,,,,,,,2.1675222005,,2982.7040860288,2682.7040860288
,,,,,,,,,,,,,,,,,,5.1305339432,,,,,,,,,,,2.1693380755,,2985.6495571748,2685.6495571748
,,,,,,,,,,,,,,,,,,5.1305339432,,,,,,,,,,,2.1693505094,,2986.8017982651,2686.8017982651
,,,,,,,,,,,,,,,,,,5.1305339432,,,,,,,,,,,2.1676093777,,2988.0848840701,2688.0848840701
,,,,,,,,,,,,,,,,,,5.1602898205,,,,,,,,,,,2.1641432187,,2989.4960938587,2689.4960938587
,,,,,,,,,,,,,,,,,,5.1602898205,,,,,,,,,,,2.1590379062,,2987.3324551692,2687.3324551692
,,,,,,,,,,,,,,,,,,5.1602898205,,,,,,,,,,,2.152549471,,2981.430415295,2681.430415295
,,,,,,,,,,,,,,,,,,5.1855225773,,,,,,,,,,,2.145123636,,2976.6417424988,2676.6417424988
,,,,,,,,,,,,,,,,,,5.1855225773,,,,,,,,,,,2.1373751117,,2976.0367411732,2676.0367411732
,,,,,,,,,,,,,,,,,,5.1855225773,,,,,,,,,,,2.1300422727,,2977.8768634537,2677.8768634537
,,,,,,,,,,,,,,,,,,5.2096932231,,,,,,,,,,,2.1238116436,,2979.1806972028,2679.1806972028
,,,,,,,,,,,,,,,,,,5.2096932231,,,,,,,,,,,2.1190510909,,2979.2840660781,2679.2840660781
,,,,,,,,,,,,,,,,,,5.2096932231,,,,,,,,,,,2.1156987733,,2979.8007742858,2679.8007742858
,,,,,,,,,,,,,,,,,,5.237686295,,,,,,,,,,,2.1134182442,,2982.0317711709,2682.0317711709
,,,,,,,,,,,,,,,,,,5.237686295,,,,,,,,,,,2.1118859104,,2985.1216267112,2685.1216267112
,,,,,,,,,,,,,,,,,,5.237686295,,,,,,,,,,,2.1110444897,,2987.3616723592,2687.3616723592
,,,,,,,,,,,,,,,,,,5.2717681858,,,,,,,,,,,2.1111684519,,2988.5064519434,2688.5064519434
,,,,,,,,,,,,,,,,,,5.2717681858,,,,,,,,,,,2.1126559745,,2989.4439191803,2689.4439191803
,,,,,,,,,,,,,,,,,,5.2717681858,,,,,,,,,,,2.1157104606,,2990.1410567292,2690.1410567292
,,,,,,,,,,,,,,,,,,5.3082184857,,,,,,,,,,,2.1201582149,,2989.7233130535,2689.7233130535
,,,,,,,,,,,,,,,,,,5.3082184857,,,,,,,,,,,2.1254364983,,2988.4915802766,2688.4915802766
,,,,,,,,,,,,,,,,,,5.3082184857,,,,,,,,,,,2.130688054,,2987.1682053817,2687.1682053817
,,,,,,,,,,,,,,,,,,5.339477785,,,,,,,,,,,2.1349936528,,2983.6203676366,2683.6203676366
,,,,,,,,,,,,,,,,,,5.339477785,,,,,,,,,,,2.1377231897,,2974.2178557526,2674.2178557526
,,,,,,,,,,,,,,,,,,5.339477785,,,,,,,,,,,2.1387831992,,2959.0934281015,2659.0934281015
,,,,,,,,,,,,,,,,,,5.3654389323,,,,,,,,,,,2.1385772061,,2942.8977838699,2642.8977838699
,,,,,,,,,,,,,,,,,,5.3654389323,,,,,,,,,,,2.1378096298,,2931.1178267845,2631.1178267845
,,,,,,,,,,,,,,,,,,5.3654389323,,,,,,,,,,,2.1373663325,,2925.6353261508,2625.6353261508
,,,,,,,,,,,,,,,,,,5.3925082554,,,,,,,,,,,2.1382478058,,2921.9763443047,2621.9763443047
,,,,,,,,,,,,,,,,,,5.3925082554,,,,,,,,,,,2.141377065,,2912.5442318318,2612.5442318318
,,,,,,,,,,,,,,,,,,5.3925082554,,,,,,,,,,,2.1472954388,,2892.2282579925,2592.2282579925
,,,,,,,,,,,,,,,,,,5.4222690371,,,,,,,,,,,2.1559722752,,2863.004652216,2563.004652216
,,,,,,,,,,,,,,,,,,5.4222690371,,,,,,,,,,,2.1668930905,,2837.2802697425,2537.2802697425
,,,,,,,,,,,,,,,,,,5.4222690371,,,,,,,,,,,2.1793147263,,2828.7645459403,2528.7645459403
,,,,,,,,,,,,,,,,,,5.448004552,,,,,,,,,,,2.1924194708,,2836.631435119,2536.631435119
,,,,,,,,,,,,,,,,,,5.448004552,,,,,,,,,,,2.205309834,,2848.0673388325,2548.0673388325
,,,,,,,,,,,,,,,,,,5.448004552,,,,,,,,,,,2.2170462088,,2854.1187244776,2554.1187244776
,,,,,,,,,,,,,,,,,,5.4666870551,,,,,,,,,,,2.2268242749,,2855.3417624872,2555.3417624872
,,,,,,,,,,,,,,,,,,5.4666870551,,,,,,,,,,,2.234119999,,2855.736589729,2555.736589729
,,,,,,,,,,,,,,,,,,5.4666870551,,,,,,,,,,,2.2386786285,,2856.9985255479,2556.9985255479
,,,,,,,,,,,,,,,,,,5.4870810722,,,,,,,,,,,2.2404885062,,2858.7620595256,2558.7620595256
,,,,,,,,,,,,,,,,,,5.4870810722,,,,,,,,,,,2.2398400996,,2860.7431612974,2560.7431612974
