,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
10,3.531132,41.4046,35.468,5.9366,3326.5947,25.8306,58.1626624,58.1626624,12.7276,0.119,6.085,3300.8208,35.4845,25.4928607233,3301.186888952,0,1.0311,0,1.0264,61.1872965796,20.2615556574,13.06360864,0.3311399063,0.6447485505,0.2135019746,12.9276,41.4046,35.468,0,1.1264,25.8306,3326.5947
11,3.772672,41.407,35.4228,5.9842,3326.5947,25.8306,57.7804112,57.7804112,12.6793,0.108,6.085,3300.8208,35.4845,25.5896594776,3292.0027498097,0,1.0311,0,1.0182,61.7221348559,20.1283945598,12.91006326,0.3261130647,0.6413856416,0.2091642373,12.8793,41.407,35.4228,0,1.1182,25.8306,3326.5947
12,4.045459,41.4895,35.5028,5.9867,3323.7314,25.6068,58.353788,58.353788,12.7006,0.113,6.085,3300.8208,35.4845,25.5896594776,3292.0027498097,0,1.0311,0,1.0305,61.2152123501,20.3106391687,13.0879683,0.3317907165,0.6443897797,0.2138025467,12.9006,41.4895,35.5028,0,1.1305,25.6068,3323.7314
13,4.23976,41.385,35.3831,6.0019,3323.7314,25.6068,56.4798248,56.4798248,12.7084,0.11,6.085,3300.8208,35.4845,25.5896594776,3292.0027498097,0,1.0311,0,0.9903,61.3845213057,19.6583869041,12.58512852,0.3202499015,0.6401913128,0.2050212049,12.9084,41.385,35.3831,0,1.0903,25.6068,3323.7314
14,4.469135,41.5738,35.636,5.9378,3320.873,25.7505,57.4401144,57.4401144,12.6912,0.12,6.085,3300.8208,35.4845,25.7952195938,3285.7437095754,0,1.0311,0,1.0109,61.0109979153,19.9754320228,12.82953408,0.3274070693,0.6422656624,0.2102823182,12.8912,41.5738,35.636,0,1.1109,25.7505,3320.873
15,4.75246,41.8634,35.7221,6.1413,3320.873,25.7505,58.0647688,58.0647688,12.7827,0.11,6.085,3300.8208,35.4845,25.7952195938,3285.7437095754,0,1.0311,0,1.0243,63.2904533893,20.192662466,13.09331961,0.3190475243,0.6484196738,0.2068766916,12.9827,41.8634,35.7221,0,1.1243,25.7505,3320.873
16,4.94396,41.7131,35.8517,5.8614,3332.5358,25.5921,61.2393184,61.2393184,12.7657,0.113,6.085,3300.8208,35.4845,25.7952195938,3285.7437095754,0,1.0311,0,1.0924,59.7851869679,21.3714401762,13.94525068,0.3574704916,0.6525180599,0.2332559516,12.9657,41.7131,35.8517,0,1.1924,25.5921,3332.5358
17,5.177803,41.8726,35.8987,5.9739,3332.5358,25.5921,64.0968792,64.0968792,12.6956,0.11,6.085,3300.8208,35.4845,26.1195282081,3284.7496150946,0,1.0311,0,1.1537,61.0375766472,22.3686784095,14.64691372,0.3664738943,0.6547956679,0.2399655184,12.8956,41.8726,35.8987,0,1.2537,25.5921,3332.5358
18,5.426396,41.963,35.9195,6.0435,3325.8857,25.7385,58.586868,58.586868,12.717,0.114,6.085,3300.8208,35.4845,26.1195282081,3284.7496150946,0,1.0311,0,1.0355,62.16598711,20.4049821389,13.1684535,0.3282338637,0.6453548163,0.2118273048,12.917,41.963,35.9195,0,1.1355,25.7385,3325.8857
19,5.644582,41.7149,35.625,6.0899,3325.8857,25.7385,56.8900456,56.8900456,12.7931,0.11,6.085,3300.8208,35.4845,26.1195282081,3284.7496150946,0,1.0311,0,0.9991,62.6854831571,19.8140027617,12.78158621,0.3160859862,0.645078451,0.2039002583,12.9931,41.7149,35.625,0,1.0991,25.7385,3325.8857
20,5.879309,41.6569,35.7185,5.9384,3336.0991,25.4876,59.3234008,59.3234008,12.7233,0.12,6.085,3300.8208,35.4845,25.8731655148,3283.3265400498,0,1.0311,0,1.0513,60.3947576294,20.7249551859,13.37600529,0.3431581813,0.6454057521,0.2214762641,12.9233,41.6569,35.7185,0,1.1513,25.4876,3336.0991
21,6.134589,41.6648,35.6837,5.9811,3336.0991,25.4876,60.637972,60.637972,12.7277,0.11,6.085,3300.8208,35.4845,25.8731655148,3283.3265400498,0,1.0311,0,1.0795,60.8681680914,21.184207839,13.73955215,0.34803426,0.6485752148,0.2257263949,12.9277,41.6648,35.6837,0,1.1795,25.4876,3336.0991
22,6.349216,41.9281,35.98,5.9481,3334.4733,25.62,60.2930136,60.2930136,12.7007,0.112,6.085,3300.8208,35.4845,25.8731655148,3283.3265400498,0,1.0311,0,1.0721,60.8165907875,21.0534296422,13.61642047,0.3461790503,0.6467554551,0.2238931892,12.9007,41.9281,35.98,0,1.1721,25.62,3334.4733
23,6.586618,41.4699,35.3831,6.0868,3334.4733,25.62,58.1486776,58.1486776,12.7387,0.109,6.085,3300.8208,35.4845,26.2840236057,3297.7064569864,0,1.0311,0,1.0261,62.3623314084,20.3046591893,13.07118007,0.3255917271,0.643752744,0.2096005678,12.9387,41.4699,35.3831,0,1.1261,25.62,3334.4733
24,6.857823,41.3368,35.2914,6.0454,3327.8154,25.5134,57.2443272,57.2443272,12.722,0.114,6.085,3300.8208,35.4845,26.2840236057,3297.7064569864,0,1.0311,0,1.0067,61.6433913593,19.9489618628,12.8072374,0.3236188247,0.6420001947,0.2077633485,12.922,41.3368,35.2914,0,1.1067,25.5134,3327.8154
25,7.054727,41.4956,35.5046,5.991,3327.8154,25.5134,58.2978488,58.2978488,12.7213,0.109,6.085,3300.8208,35.4845,26.2840236057,3297.7064569864,0,1.0311,0,1.0293,61.0396536937,20.3161015122,13.09403409,0.3328344819,0.6445150947,0.2145168476,12.9213,41.4956,35.5046,0,1.1293,25.5134,3327.8154
